time,year,month,quarter,day,hour,week,t
03/08/2017 13:00,2017,aug,3,3,13,w31,5150
03/08/2017 14:00,2017,aug,3,3,14,w31,5151
03/08/2017 15:00,2017,aug,3,3,15,w31,5152
03/08/2017 16:00,2017,aug,3,3,16,w31,5153
03/08/2017 17:00,2017,aug,3,3,17,w31,5154
03/08/2017 18:00,2017,aug,3,3,18,w31,5155
03/08/2017 19:00,2017,aug,3,3,19,w31,5156
03/08/2017 20:00,2017,aug,3,3,20,w31,5157
03/08/2017 21:00,2017,aug,3,3,21,w31,5158
03/08/2017 22:00,2017,aug,3,3,22,w31,5159
03/08/2017 23:00,2017,aug,3,3,23,w31,5160
04/08/2017 00:00,2017,aug,3,4,0,w31,5161
04/08/2017 01:00,2017,aug,3,4,1,w31,5162
04/08/2017 02:00,2017,aug,3,4,2,w31,5163
04/08/2017 03:00,2017,aug,3,4,3,w31,5164
04/08/2017 04:00,2017,aug,3,4,4,w31,5165
04/08/2017 05:00,2017,aug,3,4,5,w31,5166
04/08/2017 06:00,2017,aug,3,4,6,w31,5167
04/08/2017 07:00,2017,aug,3,4,7,w31,5168
04/08/2017 08:00,2017,aug,3,4,8,w31,5169
04/08/2017 09:00,2017,aug,3,4,9,w31,5170
04/08/2017 10:00,2017,aug,3,4,10,w31,5171
04/08/2017 11:00,2017,aug,3,4,11,w31,5172
04/08/2017 12:00,2017,aug,3,4,12,w31,5173
04/08/2017 13:00,2017,aug,3,4,13,w31,5174
04/08/2017 14:00,2017,aug,3,4,14,w31,5175
04/08/2017 15:00,2017,aug,3,4,15,w31,5176
04/08/2017 16:00,2017,aug,3,4,16,w31,5177
04/08/2017 17:00,2017,aug,3,4,17,w31,5178
04/08/2017 18:00,2017,aug,3,4,18,w31,5179
04/08/2017 19:00,2017,aug,3,4,19,w31,5180
04/08/2017 20:00,2017,aug,3,4,20,w31,5181
04/08/2017 21:00,2017,aug,3,4,21,w31,5182
04/08/2017 22:00,2017,aug,3,4,22,w31,5183
04/08/2017 23:00,2017,aug,3,4,23,w31,5184
05/08/2017 00:00,2017,aug,3,5,0,w31,5185
05/08/2017 01:00,2017,aug,3,5,1,w31,5186
05/08/2017 02:00,2017,aug,3,5,2,w31,5187
05/08/2017 03:00,2017,aug,3,5,3,w31,5188
05/08/2017 04:00,2017,aug,3,5,4,w31,5189
05/08/2017 05:00,2017,aug,3,5,5,w31,5190
05/08/2017 06:00,2017,aug,3,5,6,w31,5191
05/08/2017 07:00,2017,aug,3,5,7,w31,5192
05/08/2017 08:00,2017,aug,3,5,8,w31,5193
05/08/2017 09:00,2017,aug,3,5,9,w31,5194
05/08/2017 10:00,2017,aug,3,5,10,w31,5195
05/08/2017 11:00,2017,aug,3,5,11,w31,5196
05/08/2017 12:00,2017,aug,3,5,12,w31,5197
05/08/2017 13:00,2017,aug,3,5,13,w31,5198
05/08/2017 14:00,2017,aug,3,5,14,w31,5199
05/08/2017 15:00,2017,aug,3,5,15,w31,5200
05/08/2017 16:00,2017,aug,3,5,16,w31,5201
05/08/2017 17:00,2017,aug,3,5,17,w31,5202
05/08/2017 18:00,2017,aug,3,5,18,w31,5203
05/08/2017 19:00,2017,aug,3,5,19,w31,5204
05/08/2017 20:00,2017,aug,3,5,20,w31,5205
05/08/2017 21:00,2017,aug,3,5,21,w31,5206
05/08/2017 22:00,2017,aug,3,5,22,w31,5207
05/08/2017 23:00,2017,aug,3,5,23,w31,5208
06/08/2017 00:00,2017,aug,3,6,0,w32,5209
06/08/2017 01:00,2017,aug,3,6,1,w32,5210
06/08/2017 02:00,2017,aug,3,6,2,w32,5211
06/08/2017 03:00,2017,aug,3,6,3,w32,5212
06/08/2017 04:00,2017,aug,3,6,4,w32,5213
06/08/2017 05:00,2017,aug,3,6,5,w32,5214
06/08/2017 06:00,2017,aug,3,6,6,w32,5215
06/08/2017 07:00,2017,aug,3,6,7,w32,5216
06/08/2017 08:00,2017,aug,3,6,8,w32,5217
06/08/2017 09:00,2017,aug,3,6,9,w32,5218
06/08/2017 10:00,2017,aug,3,6,10,w32,5219
06/08/2017 11:00,2017,aug,3,6,11,w32,5220
06/08/2017 12:00,2017,aug,3,6,12,w32,5221
06/08/2017 13:00,2017,aug,3,6,13,w32,5222
06/08/2017 14:00,2017,aug,3,6,14,w32,5223
06/08/2017 15:00,2017,aug,3,6,15,w32,5224
06/08/2017 16:00,2017,aug,3,6,16,w32,5225
06/08/2017 17:00,2017,aug,3,6,17,w32,5226
06/08/2017 18:00,2017,aug,3,6,18,w32,5227
06/08/2017 19:00,2017,aug,3,6,19,w32,5228
06/08/2017 20:00,2017,aug,3,6,20,w32,5229
06/08/2017 21:00,2017,aug,3,6,21,w32,5230
06/08/2017 22:00,2017,aug,3,6,22,w32,5231
06/08/2017 23:00,2017,aug,3,6,23,w32,5232
07/08/2017 00:00,2017,aug,3,7,0,w32,5233
07/08/2017 01:00,2017,aug,3,7,1,w32,5234
07/08/2017 02:00,2017,aug,3,7,2,w32,5235
07/08/2017 03:00,2017,aug,3,7,3,w32,5236
07/08/2017 04:00,2017,aug,3,7,4,w32,5237
07/08/2017 05:00,2017,aug,3,7,5,w32,5238
07/08/2017 06:00,2017,aug,3,7,6,w32,5239
07/08/2017 07:00,2017,aug,3,7,7,w32,5240
07/08/2017 08:00,2017,aug,3,7,8,w32,5241
07/08/2017 09:00,2017,aug,3,7,9,w32,5242
07/08/2017 10:00,2017,aug,3,7,10,w32,5243
07/08/2017 11:00,2017,aug,3,7,11,w32,5244
07/08/2017 12:00,2017,aug,3,7,12,w32,5245
07/08/2017 13:00,2017,aug,3,7,13,w32,5246
07/08/2017 14:00,2017,aug,3,7,14,w32,5247
07/08/2017 15:00,2017,aug,3,7,15,w32,5248
07/08/2017 16:00,2017,aug,3,7,16,w32,5249
07/08/2017 17:00,2017,aug,3,7,17,w32,5250
07/08/2017 18:00,2017,aug,3,7,18,w32,5251
07/08/2017 19:00,2017,aug,3,7,19,w32,5252
07/08/2017 20:00,2017,aug,3,7,20,w32,5253
07/08/2017 21:00,2017,aug,3,7,21,w32,5254
07/08/2017 22:00,2017,aug,3,7,22,w32,5255
07/08/2017 23:00,2017,aug,3,7,23,w32,5256
08/08/2017 00:00,2017,aug,3,8,0,w32,5257
08/08/2017 01:00,2017,aug,3,8,1,w32,5258
08/08/2017 02:00,2017,aug,3,8,2,w32,5259
08/08/2017 03:00,2017,aug,3,8,3,w32,5260
08/08/2017 04:00,2017,aug,3,8,4,w32,5261
08/08/2017 05:00,2017,aug,3,8,5,w32,5262
08/08/2017 06:00,2017,aug,3,8,6,w32,5263
08/08/2017 07:00,2017,aug,3,8,7,w32,5264
08/08/2017 08:00,2017,aug,3,8,8,w32,5265
08/08/2017 09:00,2017,aug,3,8,9,w32,5266
08/08/2017 10:00,2017,aug,3,8,10,w32,5267
08/08/2017 11:00,2017,aug,3,8,11,w32,5268
08/08/2017 12:00,2017,aug,3,8,12,w32,5269
08/08/2017 13:00,2017,aug,3,8,13,w32,5270
08/08/2017 14:00,2017,aug,3,8,14,w32,5271
08/08/2017 15:00,2017,aug,3,8,15,w32,5272
08/08/2017 16:00,2017,aug,3,8,16,w32,5273
08/08/2017 17:00,2017,aug,3,8,17,w32,5274
08/08/2017 18:00,2017,aug,3,8,18,w32,5275
08/08/2017 19:00,2017,aug,3,8,19,w32,5276
08/08/2017 20:00,2017,aug,3,8,20,w32,5277
08/08/2017 21:00,2017,aug,3,8,21,w32,5278
08/08/2017 22:00,2017,aug,3,8,22,w32,5279
08/08/2017 23:00,2017,aug,3,8,23,w32,5280
09/08/2017 00:00,2017,aug,3,9,0,w32,5281
09/08/2017 01:00,2017,aug,3,9,1,w32,5282
09/08/2017 02:00,2017,aug,3,9,2,w32,5283
09/08/2017 03:00,2017,aug,3,9,3,w32,5284
09/08/2017 04:00,2017,aug,3,9,4,w32,5285
09/08/2017 05:00,2017,aug,3,9,5,w32,5286
09/08/2017 06:00,2017,aug,3,9,6,w32,5287
09/08/2017 07:00,2017,aug,3,9,7,w32,5288
09/08/2017 08:00,2017,aug,3,9,8,w32,5289
09/08/2017 09:00,2017,aug,3,9,9,w32,5290
09/08/2017 10:00,2017,aug,3,9,10,w32,5291
09/08/2017 11:00,2017,aug,3,9,11,w32,5292
09/08/2017 12:00,2017,aug,3,9,12,w32,5293
09/08/2017 13:00,2017,aug,3,9,13,w32,5294
09/08/2017 14:00,2017,aug,3,9,14,w32,5295
09/08/2017 15:00,2017,aug,3,9,15,w32,5296
09/08/2017 16:00,2017,aug,3,9,16,w32,5297
09/08/2017 17:00,2017,aug,3,9,17,w32,5298
09/08/2017 18:00,2017,aug,3,9,18,w32,5299
09/08/2017 19:00,2017,aug,3,9,19,w32,5300
09/08/2017 20:00,2017,aug,3,9,20,w32,5301
09/08/2017 21:00,2017,aug,3,9,21,w32,5302
09/08/2017 22:00,2017,aug,3,9,22,w32,5303
09/08/2017 23:00,2017,aug,3,9,23,w32,5304
10/08/2017 00:00,2017,aug,3,10,0,w32,5305
10/08/2017 01:00,2017,aug,3,10,1,w32,5306
10/08/2017 02:00,2017,aug,3,10,2,w32,5307
10/08/2017 03:00,2017,aug,3,10,3,w32,5308
10/08/2017 04:00,2017,aug,3,10,4,w32,5309
10/08/2017 05:00,2017,aug,3,10,5,w32,5310
10/08/2017 06:00,2017,aug,3,10,6,w32,5311
10/08/2017 07:00,2017,aug,3,10,7,w32,5312
10/08/2017 08:00,2017,aug,3,10,8,w32,5313
10/08/2017 09:00,2017,aug,3,10,9,w32,5314
10/08/2017 10:00,2017,aug,3,10,10,w32,5315
10/08/2017 11:00,2017,aug,3,10,11,w32,5316
10/08/2017 12:00,2017,aug,3,10,12,w32,5317
10/08/2017 13:00,2017,aug,3,10,13,w32,5318
10/08/2017 14:00,2017,aug,3,10,14,w32,5319
10/08/2017 15:00,2017,aug,3,10,15,w32,5320
10/08/2017 16:00,2017,aug,3,10,16,w32,5321
10/08/2017 17:00,2017,aug,3,10,17,w32,5322
10/08/2017 18:00,2017,aug,3,10,18,w32,5323
10/08/2017 19:00,2017,aug,3,10,19,w32,5324
10/08/2017 20:00,2017,aug,3,10,20,w32,5325
10/08/2017 21:00,2017,aug,3,10,21,w32,5326
10/08/2017 22:00,2017,aug,3,10,22,w32,5327
10/08/2017 23:00,2017,aug,3,10,23,w32,5328
11/08/2017 00:00,2017,aug,3,11,0,w32,5329
11/08/2017 01:00,2017,aug,3,11,1,w32,5330
11/08/2017 02:00,2017,aug,3,11,2,w32,5331
11/08/2017 03:00,2017,aug,3,11,3,w32,5332
11/08/2017 04:00,2017,aug,3,11,4,w32,5333
11/08/2017 05:00,2017,aug,3,11,5,w32,5334
11/08/2017 06:00,2017,aug,3,11,6,w32,5335
11/08/2017 07:00,2017,aug,3,11,7,w32,5336
11/08/2017 08:00,2017,aug,3,11,8,w32,5337
11/08/2017 09:00,2017,aug,3,11,9,w32,5338
11/08/2017 10:00,2017,aug,3,11,10,w32,5339
11/08/2017 11:00,2017,aug,3,11,11,w32,5340
11/08/2017 12:00,2017,aug,3,11,12,w32,5341
11/08/2017 13:00,2017,aug,3,11,13,w32,5342
11/08/2017 14:00,2017,aug,3,11,14,w32,5343
11/08/2017 15:00,2017,aug,3,11,15,w32,5344
11/08/2017 16:00,2017,aug,3,11,16,w32,5345
11/08/2017 17:00,2017,aug,3,11,17,w32,5346
11/08/2017 18:00,2017,aug,3,11,18,w32,5347
11/08/2017 19:00,2017,aug,3,11,19,w32,5348
11/08/2017 20:00,2017,aug,3,11,20,w32,5349
11/08/2017 21:00,2017,aug,3,11,21,w32,5350
11/08/2017 22:00,2017,aug,3,11,22,w32,5351
11/08/2017 23:00,2017,aug,3,11,23,w32,5352
12/08/2017 00:00,2017,aug,3,12,0,w32,5353
12/08/2017 01:00,2017,aug,3,12,1,w32,5354
12/08/2017 02:00,2017,aug,3,12,2,w32,5355
12/08/2017 03:00,2017,aug,3,12,3,w32,5356
12/08/2017 04:00,2017,aug,3,12,4,w32,5357
12/08/2017 05:00,2017,aug,3,12,5,w32,5358
12/08/2017 06:00,2017,aug,3,12,6,w32,5359
12/08/2017 07:00,2017,aug,3,12,7,w32,5360
12/08/2017 08:00,2017,aug,3,12,8,w32,5361
12/08/2017 09:00,2017,aug,3,12,9,w32,5362
12/08/2017 10:00,2017,aug,3,12,10,w32,5363
12/08/2017 11:00,2017,aug,3,12,11,w32,5364
12/08/2017 12:00,2017,aug,3,12,12,w32,5365
12/08/2017 13:00,2017,aug,3,12,13,w32,5366
12/08/2017 14:00,2017,aug,3,12,14,w32,5367
12/08/2017 15:00,2017,aug,3,12,15,w32,5368
12/08/2017 16:00,2017,aug,3,12,16,w32,5369
12/08/2017 17:00,2017,aug,3,12,17,w32,5370
12/08/2017 18:00,2017,aug,3,12,18,w32,5371
12/08/2017 19:00,2017,aug,3,12,19,w32,5372
12/08/2017 20:00,2017,aug,3,12,20,w32,5373
12/08/2017 21:00,2017,aug,3,12,21,w32,5374
12/08/2017 22:00,2017,aug,3,12,22,w32,5375
12/08/2017 23:00,2017,aug,3,12,23,w32,5376
13/08/2017 00:00,2017,aug,3,13,0,w33,5377
13/08/2017 01:00,2017,aug,3,13,1,w33,5378
13/08/2017 02:00,2017,aug,3,13,2,w33,5379
13/08/2017 03:00,2017,aug,3,13,3,w33,5380
13/08/2017 04:00,2017,aug,3,13,4,w33,5381
13/08/2017 05:00,2017,aug,3,13,5,w33,5382
13/08/2017 06:00,2017,aug,3,13,6,w33,5383
13/08/2017 07:00,2017,aug,3,13,7,w33,5384
13/08/2017 08:00,2017,aug,3,13,8,w33,5385
13/08/2017 09:00,2017,aug,3,13,9,w33,5386
13/08/2017 10:00,2017,aug,3,13,10,w33,5387
13/08/2017 11:00,2017,aug,3,13,11,w33,5388
13/08/2017 12:00,2017,aug,3,13,12,w33,5389
13/08/2017 13:00,2017,aug,3,13,13,w33,5390
13/08/2017 14:00,2017,aug,3,13,14,w33,5391
13/08/2017 15:00,2017,aug,3,13,15,w33,5392
13/08/2017 16:00,2017,aug,3,13,16,w33,5393
13/08/2017 17:00,2017,aug,3,13,17,w33,5394
13/08/2017 18:00,2017,aug,3,13,18,w33,5395
13/08/2017 19:00,2017,aug,3,13,19,w33,5396
13/08/2017 20:00,2017,aug,3,13,20,w33,5397
13/08/2017 21:00,2017,aug,3,13,21,w33,5398
13/08/2017 22:00,2017,aug,3,13,22,w33,5399
13/08/2017 23:00,2017,aug,3,13,23,w33,5400
14/08/2017 00:00,2017,aug,3,14,0,w33,5401
14/08/2017 01:00,2017,aug,3,14,1,w33,5402
14/08/2017 02:00,2017,aug,3,14,2,w33,5403
14/08/2017 03:00,2017,aug,3,14,3,w33,5404
14/08/2017 04:00,2017,aug,3,14,4,w33,5405
14/08/2017 05:00,2017,aug,3,14,5,w33,5406
14/08/2017 06:00,2017,aug,3,14,6,w33,5407
14/08/2017 07:00,2017,aug,3,14,7,w33,5408
14/08/2017 08:00,2017,aug,3,14,8,w33,5409
14/08/2017 09:00,2017,aug,3,14,9,w33,5410
14/08/2017 10:00,2017,aug,3,14,10,w33,5411
14/08/2017 11:00,2017,aug,3,14,11,w33,5412
14/08/2017 12:00,2017,aug,3,14,12,w33,5413
14/08/2017 13:00,2017,aug,3,14,13,w33,5414
14/08/2017 14:00,2017,aug,3,14,14,w33,5415
14/08/2017 15:00,2017,aug,3,14,15,w33,5416
14/08/2017 16:00,2017,aug,3,14,16,w33,5417
14/08/2017 17:00,2017,aug,3,14,17,w33,5418
14/08/2017 18:00,2017,aug,3,14,18,w33,5419
14/08/2017 19:00,2017,aug,3,14,19,w33,5420
14/08/2017 20:00,2017,aug,3,14,20,w33,5421
14/08/2017 21:00,2017,aug,3,14,21,w33,5422
14/08/2017 22:00,2017,aug,3,14,22,w33,5423
14/08/2017 23:00,2017,aug,3,14,23,w33,5424
15/08/2017 00:00,2017,aug,3,15,0,w33,5425
15/08/2017 01:00,2017,aug,3,15,1,w33,5426
15/08/2017 02:00,2017,aug,3,15,2,w33,5427
15/08/2017 03:00,2017,aug,3,15,3,w33,5428
15/08/2017 04:00,2017,aug,3,15,4,w33,5429
15/08/2017 05:00,2017,aug,3,15,5,w33,5430
15/08/2017 06:00,2017,aug,3,15,6,w33,5431
15/08/2017 07:00,2017,aug,3,15,7,w33,5432
15/08/2017 08:00,2017,aug,3,15,8,w33,5433
15/08/2017 09:00,2017,aug,3,15,9,w33,5434
15/08/2017 10:00,2017,aug,3,15,10,w33,5435
15/08/2017 11:00,2017,aug,3,15,11,w33,5436
15/08/2017 12:00,2017,aug,3,15,12,w33,5437
15/08/2017 13:00,2017,aug,3,15,13,w33,5438
15/08/2017 14:00,2017,aug,3,15,14,w33,5439
15/08/2017 15:00,2017,aug,3,15,15,w33,5440
15/08/2017 16:00,2017,aug,3,15,16,w33,5441
15/08/2017 17:00,2017,aug,3,15,17,w33,5442
15/08/2017 18:00,2017,aug,3,15,18,w33,5443
15/08/2017 19:00,2017,aug,3,15,19,w33,5444
15/08/2017 20:00,2017,aug,3,15,20,w33,5445
15/08/2017 21:00,2017,aug,3,15,21,w33,5446
15/08/2017 22:00,2017,aug,3,15,22,w33,5447
15/08/2017 23:00,2017,aug,3,15,23,w33,5448
16/08/2017 00:00,2017,aug,3,16,0,w33,5449
16/08/2017 01:00,2017,aug,3,16,1,w33,5450
16/08/2017 02:00,2017,aug,3,16,2,w33,5451
16/08/2017 03:00,2017,aug,3,16,3,w33,5452
16/08/2017 04:00,2017,aug,3,16,4,w33,5453
16/08/2017 05:00,2017,aug,3,16,5,w33,5454
16/08/2017 06:00,2017,aug,3,16,6,w33,5455
16/08/2017 07:00,2017,aug,3,16,7,w33,5456
16/08/2017 08:00,2017,aug,3,16,8,w33,5457
16/08/2017 09:00,2017,aug,3,16,9,w33,5458
16/08/2017 10:00,2017,aug,3,16,10,w33,5459
16/08/2017 11:00,2017,aug,3,16,11,w33,5460
16/08/2017 12:00,2017,aug,3,16,12,w33,5461
16/08/2017 13:00,2017,aug,3,16,13,w33,5462
16/08/2017 14:00,2017,aug,3,16,14,w33,5463
16/08/2017 15:00,2017,aug,3,16,15,w33,5464
16/08/2017 16:00,2017,aug,3,16,16,w33,5465
16/08/2017 17:00,2017,aug,3,16,17,w33,5466
16/08/2017 18:00,2017,aug,3,16,18,w33,5467
16/08/2017 19:00,2017,aug,3,16,19,w33,5468
16/08/2017 20:00,2017,aug,3,16,20,w33,5469
16/08/2017 21:00,2017,aug,3,16,21,w33,5470
16/08/2017 22:00,2017,aug,3,16,22,w33,5471
16/08/2017 23:00,2017,aug,3,16,23,w33,5472
17/08/2017 00:00,2017,aug,3,17,0,w33,5473
17/08/2017 01:00,2017,aug,3,17,1,w33,5474
17/08/2017 02:00,2017,aug,3,17,2,w33,5475
17/08/2017 03:00,2017,aug,3,17,3,w33,5476
17/08/2017 04:00,2017,aug,3,17,4,w33,5477
17/08/2017 05:00,2017,aug,3,17,5,w33,5478
17/08/2017 06:00,2017,aug,3,17,6,w33,5479
17/08/2017 07:00,2017,aug,3,17,7,w33,5480
17/08/2017 08:00,2017,aug,3,17,8,w33,5481
17/08/2017 09:00,2017,aug,3,17,9,w33,5482
17/08/2017 10:00,2017,aug,3,17,10,w33,5483
17/08/2017 11:00,2017,aug,3,17,11,w33,5484
17/08/2017 12:00,2017,aug,3,17,12,w33,5485
17/08/2017 13:00,2017,aug,3,17,13,w33,5486
17/08/2017 14:00,2017,aug,3,17,14,w33,5487
17/08/2017 15:00,2017,aug,3,17,15,w33,5488
17/08/2017 16:00,2017,aug,3,17,16,w33,5489
17/08/2017 17:00,2017,aug,3,17,17,w33,5490
17/08/2017 18:00,2017,aug,3,17,18,w33,5491
17/08/2017 19:00,2017,aug,3,17,19,w33,5492
17/08/2017 20:00,2017,aug,3,17,20,w33,5493
17/08/2017 21:00,2017,aug,3,17,21,w33,5494
17/08/2017 22:00,2017,aug,3,17,22,w33,5495
17/08/2017 23:00,2017,aug,3,17,23,w33,5496
18/08/2017 00:00,2017,aug,3,18,0,w33,5497
18/08/2017 01:00,2017,aug,3,18,1,w33,5498
18/08/2017 02:00,2017,aug,3,18,2,w33,5499
18/08/2017 03:00,2017,aug,3,18,3,w33,5500
18/08/2017 04:00,2017,aug,3,18,4,w33,5501
18/08/2017 05:00,2017,aug,3,18,5,w33,5502
18/08/2017 06:00,2017,aug,3,18,6,w33,5503
18/08/2017 07:00,2017,aug,3,18,7,w33,5504
18/08/2017 08:00,2017,aug,3,18,8,w33,5505
18/08/2017 09:00,2017,aug,3,18,9,w33,5506
18/08/2017 10:00,2017,aug,3,18,10,w33,5507
18/08/2017 11:00,2017,aug,3,18,11,w33,5508
18/08/2017 12:00,2017,aug,3,18,12,w33,5509
18/08/2017 13:00,2017,aug,3,18,13,w33,5510
18/08/2017 14:00,2017,aug,3,18,14,w33,5511
18/08/2017 15:00,2017,aug,3,18,15,w33,5512
18/08/2017 16:00,2017,aug,3,18,16,w33,5513
18/08/2017 17:00,2017,aug,3,18,17,w33,5514
18/08/2017 18:00,2017,aug,3,18,18,w33,5515
18/08/2017 19:00,2017,aug,3,18,19,w33,5516
18/08/2017 20:00,2017,aug,3,18,20,w33,5517
18/08/2017 21:00,2017,aug,3,18,21,w33,5518
18/08/2017 22:00,2017,aug,3,18,22,w33,5519
18/08/2017 23:00,2017,aug,3,18,23,w33,5520
19/08/2017 00:00,2017,aug,3,19,0,w33,5521
19/08/2017 01:00,2017,aug,3,19,1,w33,5522
19/08/2017 02:00,2017,aug,3,19,2,w33,5523
19/08/2017 03:00,2017,aug,3,19,3,w33,5524
19/08/2017 04:00,2017,aug,3,19,4,w33,5525
19/08/2017 05:00,2017,aug,3,19,5,w33,5526
19/08/2017 06:00,2017,aug,3,19,6,w33,5527
19/08/2017 07:00,2017,aug,3,19,7,w33,5528
19/08/2017 08:00,2017,aug,3,19,8,w33,5529
19/08/2017 09:00,2017,aug,3,19,9,w33,5530
19/08/2017 10:00,2017,aug,3,19,10,w33,5531
19/08/2017 11:00,2017,aug,3,19,11,w33,5532
19/08/2017 12:00,2017,aug,3,19,12,w33,5533
19/08/2017 13:00,2017,aug,3,19,13,w33,5534
19/08/2017 14:00,2017,aug,3,19,14,w33,5535
19/08/2017 15:00,2017,aug,3,19,15,w33,5536
19/08/2017 16:00,2017,aug,3,19,16,w33,5537
19/08/2017 17:00,2017,aug,3,19,17,w33,5538
19/08/2017 18:00,2017,aug,3,19,18,w33,5539
19/08/2017 19:00,2017,aug,3,19,19,w33,5540
19/08/2017 20:00,2017,aug,3,19,20,w33,5541
19/08/2017 21:00,2017,aug,3,19,21,w33,5542
19/08/2017 22:00,2017,aug,3,19,22,w33,5543
19/08/2017 23:00,2017,aug,3,19,23,w33,5544
20/08/2017 00:00,2017,aug,3,20,0,w34,5545
20/08/2017 01:00,2017,aug,3,20,1,w34,5546
20/08/2017 02:00,2017,aug,3,20,2,w34,5547
20/08/2017 03:00,2017,aug,3,20,3,w34,5548
20/08/2017 04:00,2017,aug,3,20,4,w34,5549
20/08/2017 05:00,2017,aug,3,20,5,w34,5550
20/08/2017 06:00,2017,aug,3,20,6,w34,5551
20/08/2017 07:00,2017,aug,3,20,7,w34,5552
20/08/2017 08:00,2017,aug,3,20,8,w34,5553
20/08/2017 09:00,2017,aug,3,20,9,w34,5554
20/08/2017 10:00,2017,aug,3,20,10,w34,5555
20/08/2017 11:00,2017,aug,3,20,11,w34,5556
20/08/2017 12:00,2017,aug,3,20,12,w34,5557
20/08/2017 13:00,2017,aug,3,20,13,w34,5558
20/08/2017 14:00,2017,aug,3,20,14,w34,5559
20/08/2017 15:00,2017,aug,3,20,15,w34,5560
20/08/2017 16:00,2017,aug,3,20,16,w34,5561
20/08/2017 17:00,2017,aug,3,20,17,w34,5562
20/08/2017 18:00,2017,aug,3,20,18,w34,5563
20/08/2017 19:00,2017,aug,3,20,19,w34,5564
20/08/2017 20:00,2017,aug,3,20,20,w34,5565
20/08/2017 21:00,2017,aug,3,20,21,w34,5566
20/08/2017 22:00,2017,aug,3,20,22,w34,5567
20/08/2017 23:00,2017,aug,3,20,23,w34,5568
21/08/2017 00:00,2017,aug,3,21,0,w34,5569
21/08/2017 01:00,2017,aug,3,21,1,w34,5570
21/08/2017 02:00,2017,aug,3,21,2,w34,5571
21/08/2017 03:00,2017,aug,3,21,3,w34,5572
21/08/2017 04:00,2017,aug,3,21,4,w34,5573
21/08/2017 05:00,2017,aug,3,21,5,w34,5574
21/08/2017 06:00,2017,aug,3,21,6,w34,5575
21/08/2017 07:00,2017,aug,3,21,7,w34,5576
21/08/2017 08:00,2017,aug,3,21,8,w34,5577
21/08/2017 09:00,2017,aug,3,21,9,w34,5578
21/08/2017 10:00,2017,aug,3,21,10,w34,5579
21/08/2017 11:00,2017,aug,3,21,11,w34,5580
21/08/2017 12:00,2017,aug,3,21,12,w34,5581
21/08/2017 13:00,2017,aug,3,21,13,w34,5582
21/08/2017 14:00,2017,aug,3,21,14,w34,5583
21/08/2017 15:00,2017,aug,3,21,15,w34,5584
21/08/2017 16:00,2017,aug,3,21,16,w34,5585
21/08/2017 17:00,2017,aug,3,21,17,w34,5586
21/08/2017 18:00,2017,aug,3,21,18,w34,5587
21/08/2017 19:00,2017,aug,3,21,19,w34,5588
21/08/2017 20:00,2017,aug,3,21,20,w34,5589
21/08/2017 21:00,2017,aug,3,21,21,w34,5590
21/08/2017 22:00,2017,aug,3,21,22,w34,5591
21/08/2017 23:00,2017,aug,3,21,23,w34,5592
22/08/2017 00:00,2017,aug,3,22,0,w34,5593
22/08/2017 01:00,2017,aug,3,22,1,w34,5594
22/08/2017 02:00,2017,aug,3,22,2,w34,5595
22/08/2017 03:00,2017,aug,3,22,3,w34,5596
22/08/2017 04:00,2017,aug,3,22,4,w34,5597
22/08/2017 05:00,2017,aug,3,22,5,w34,5598
22/08/2017 06:00,2017,aug,3,22,6,w34,5599
22/08/2017 07:00,2017,aug,3,22,7,w34,5600
22/08/2017 08:00,2017,aug,3,22,8,w34,5601
22/08/2017 09:00,2017,aug,3,22,9,w34,5602
22/08/2017 10:00,2017,aug,3,22,10,w34,5603
22/08/2017 11:00,2017,aug,3,22,11,w34,5604
22/08/2017 12:00,2017,aug,3,22,12,w34,5605
22/08/2017 13:00,2017,aug,3,22,13,w34,5606
22/08/2017 14:00,2017,aug,3,22,14,w34,5607
22/08/2017 15:00,2017,aug,3,22,15,w34,5608
22/08/2017 16:00,2017,aug,3,22,16,w34,5609
22/08/2017 17:00,2017,aug,3,22,17,w34,5610
22/08/2017 18:00,2017,aug,3,22,18,w34,5611
22/08/2017 19:00,2017,aug,3,22,19,w34,5612
22/08/2017 20:00,2017,aug,3,22,20,w34,5613
22/08/2017 21:00,2017,aug,3,22,21,w34,5614
22/08/2017 22:00,2017,aug,3,22,22,w34,5615
22/08/2017 23:00,2017,aug,3,22,23,w34,5616
23/08/2017 00:00,2017,aug,3,23,0,w34,5617
23/08/2017 01:00,2017,aug,3,23,1,w34,5618
23/08/2017 02:00,2017,aug,3,23,2,w34,5619
23/08/2017 03:00,2017,aug,3,23,3,w34,5620
23/08/2017 04:00,2017,aug,3,23,4,w34,5621
23/08/2017 05:00,2017,aug,3,23,5,w34,5622
23/08/2017 06:00,2017,aug,3,23,6,w34,5623
23/08/2017 07:00,2017,aug,3,23,7,w34,5624
23/08/2017 08:00,2017,aug,3,23,8,w34,5625
23/08/2017 09:00,2017,aug,3,23,9,w34,5626
23/08/2017 10:00,2017,aug,3,23,10,w34,5627
23/08/2017 11:00,2017,aug,3,23,11,w34,5628
23/08/2017 12:00,2017,aug,3,23,12,w34,5629
23/08/2017 13:00,2017,aug,3,23,13,w34,5630
23/08/2017 14:00,2017,aug,3,23,14,w34,5631
