,scenario,year,climateyear,country_sym,technology,GWh
422,Historic,2019,2019,ES,PSP,0
423,Historic,2019,2019,ES,RoR,8731.307
424,Historic,2019,2019,ES,Solar,14421.349
425,Historic,2019,2019,ES,WindOff,0
426,Historic,2019,2019,ES,WindOn,52348.144
469,Historic,2019,2019,FI,Biomass,5947.65839
470,Historic,2019,2019,FI,Coal,4667.25972
471,Historic,2019,2019,FI,Gas,4490.86378
472,Historic,2019,2019,FI,Nuclear,22897.2116
473,Historic,2019,2019,FI,Oil,3731.52063
474,Historic,2019,2019,FI,Other,1297.98145
475,Historic,2019,2019,FI,RoR,11444.54223
476,Historic,2019,2019,FI,WindOn,5676.12756
515,Historic,2019,2019,FR,Biomass,3072.926
516,Historic,2019,2019,FR,Coal,1594.268
517,Historic,2019,2019,FR,Dam,13787.766
518,Historic,2019,2019,FR,Gas,37827.123
519,Historic,2019,2019,FR,Nuclear,377643.565
520,Historic,2019,2019,FR,Oil,1634.557
521,Historic,2019,2019,FR,Other,1744.726
522,Historic,2019,2019,FR,PSP,5020.47
523,Historic,2019,2019,FR,RoR,40339.524
524,Historic,2019,2019,FR,Solar,11411.435
525,Historic,2019,2019,FR,WindOn,32682.65
570,Historic,2019,2019,GB,Biomass,17169.937
571,Historic,2019,2019,GB,Coal,6111.811505
572,Historic,2019,2019,GB,Gas,115129.1068
573,Historic,2019,2019,GB,Nuclear,52629.0805
574,Historic,2019,2019,GB,Oil,3.81271
575,Historic,2019,2019,GB,Other,764.548575
576,Historic,2019,2019,GB,PSP,1790.9655
577,Historic,2019,2019,GB,RoR,3571.217
578,Historic,2019,2019,GB,Solar,11012.36
579,Historic,2019,2019,GB,WindOff,20039.7747
580,Historic,2019,2019,GB,WindOn,27113.26859
613,Historic,2019,2019,GR,Gas,17304.455
614,Historic,2019,2019,GR,Lignite,10675.43
615,Historic,2019,2019,GR,Oil,0
616,Historic,2019,2019,GR,Solar,3596.07579
617,Historic,2019,2019,GR,WindOn,5789.78
638,Historic,2019,2019,HR,Biomass,421.348
639,Historic,2019,2019,HR,Coal,1490.77355
640,Historic,2019,2019,HR,Dam,3646.1802
641,Historic,2019,2019,HR,Gas,2171.07866
642,Historic,2019,2019,HR,Oil,46.66904
643,Historic,2019,2019,HR,Other,449.411
644,Historic,2019,2019,HR,PSP,496.15847
645,Historic,2019,2019,HR,RoR,1634.25778
646,Historic,2019,2019,HR,Solar,66.894
647,Historic,2019,2019,HR,WindOn,1460.92661
686,Historic,2019,2019,HU,Biomass,977.7337083
687,Historic,2019,2019,HU,Dam,105.3662233
688,Historic,2019,2019,HU,Gas,7547.485561
689,Historic,2019,2019,HU,Lignite,4038.073591
690,Historic,2019,2019,HU,Nuclear,15359.36968
691,Historic,2019,2019,HU,Oil,6.3361875
692,Historic,2019,2019,HU,Other,947.5321133
693,Historic,2019,2019,HU,RoR,94.14152
694,Historic,2019,2019,HU,Solar,187.768865
695,Historic,2019,2019,HU,WindOn,703.4344567
732,Historic,2019,2019,IE,Coal,587.46645
733,Historic,2019,2019,IE,Gas,8529.264445
734,Historic,2019,2019,IE,Oil,4267.753585
735,Historic,2019,2019,IE,Other,8.291555
736,Historic,2019,2019,IE,PSP,252.120965
737,Historic,2019,2019,IE,RoR,832.33357
738,Historic,2019,2019,IE,WindOn,9488.867295
773,Historic,2019,2019,IT,Biomass,5116.511
774,Historic,2019,2019,IT,Coal,17060.832
775,Historic,2019,2019,IT,Dam,8092.442
776,Historic,2019,2019,IT,Gas,119044.804
777,Historic,2019,2019,IT,Oil,960.454
778,Historic,2019,2019,IT,Other,31368.157
779,Historic,2019,2019,IT,PSP,3204.345
780,Historic,2019,2019,IT,RoR,34461.082
781,Historic,2019,2019,IT,Solar,19084.429
782,Historic,2019,2019,IT,WindOn,19937.08
818,Historic,2019,2019,LT,Biomass,407.36462
819,Historic,2019,2019,LT,Gas,400.4322
820,Historic,2019,2019,LT,Other,303.09534
821,Historic,2019,2019,LT,PSP,585.69078
822,Historic,2019,2019,LT,RoR,362.14937
823,Historic,2019,2019,LT,Solar,79.3589
824,Historic,2019,2019,LT,WindOn,1416.30335
849,Historic,2019,2019,LV,Biomass,592.762
850,Historic,2019,2019,LV,Gas,2754.019
851,Historic,2019,2019,LV,Other,617.589
852,Historic,2019,2019,LV,RoR,2032.933
853,Historic,2019,2019,LV,WindOn,130.001
882,Historic,2019,2019,NL,Biomass,111.642855
883,Historic,2019,2019,NL,Coal,18893.59231
884,Historic,2019,2019,NL,Gas,50265.04019
885,Historic,2019,2019,NL,Nuclear,3694.709298
886,Historic,2019,2019,NL,Other,22892.73167
887,Historic,2019,2019,NL,RoR,0
888,Historic,2019,2019,NL,Solar,8.3086475
889,Historic,2019,2019,NL,WindOff,3619.563453
890,Historic,2019,2019,NL,WindOn,3571.268928
919,Historic,2019,2019,NO,Dam,114595.1509
920,Historic,2019,2019,NO,Gas,2961.54559
921,Historic,2019,2019,NO,Other,190.56726
922,Historic,2019,2019,NO,RoR,10408.14804
923,Historic,2019,2019,NO,WindOn,5231.52168
955,Historic,2019,2019,PL,Biomass,2065.88812
956,Historic,2019,2019,PL,Coal,76223.86144
957,Historic,2019,2019,PL,Dam,125.13723
958,Historic,2019,2019,PL,Gas,11129.59396
959,Historic,2019,2019,PL,Lignite,37770.57307
960,Historic,2019,2019,PL,Oil,1621.46489
961,Historic,2019,2019,PL,PSP,911.85617
962,Historic,2019,2019,PL,RoR,1405.61182
963,Historic,2019,2019,PL,WindOn,14565.39708
1002,Historic,2019,2019,PT,Biomass,2710.3861
1003,Historic,2019,2019,PT,Coal,5173.7974
1004,Historic,2019,2019,PT,Dam,1918.9743
1005,Historic,2019,2019,PT,Gas,16127.7415
1006,Historic,2019,2019,PT,Other,371.6876
1007,Historic,2019,2019,PT,PSP,2986.6747
1008,Historic,2019,2019,PT,RoR,5193.8201
1009,Historic,2019,2019,PT,Solar,1061.7441
1010,Historic,2019,2019,PT,WindOn,13423.2339
1049,Historic,2019,2019,RO,Biomass,432.10462
1050,Historic,2019,2019,RO,Coal,1146.05985
1051,Historic,2019,2019,RO,Dam,5368.83449
1052,Historic,2019,2019,RO,Gas,9319.08862
1053,Historic,2019,2019,RO,Lignite,12710.70883
1054,Historic,2019,2019,RO,Nuclear,11282.98686
1055,Historic,2019,2019,RO,RoR,10337.77979
1056,Historic,2019,2019,RO,Solar,1371.85145
1057,Historic,2019,2019,RO,WindOn,6679.40464
1084,Historic,2019,2019,SE,Dam,65528.531
1085,Historic,2019,2019,SE,Nuclear,64414.774
1086,Historic,2019,2019,SE,Other,8994.168
1087,Historic,2019,2019,SE,WindOn,19503.351
1116,Historic,2019,2019,SI,Biomass,89.43769
1117,Historic,2019,2019,SI,Gas,356.54469
1118,Historic,2019,2019,SI,Lignite,4006.95145
1119,Historic,2019,2019,SI,Nuclear,5512.47501
1120,Historic,2019,2019,SI,Oil,0.17529
1121,Historic,2019,2019,SI,Other,73.3965
1122,Historic,2019,2019,SI,PSP,201.53078
1123,Historic,2019,2019,SI,RoR,4322.29369
1124,Historic,2019,2019,SI,Solar,245.24709
1125,Historic,2019,2019,SI,WindOn,5.17596
1170,Historic,2019,2019,SK,Biomass,821.8042
1171,Historic,2019,2019,SK,Coal,379.1669
1172,Historic,2019,2019,SK,Dam,322.14327
1173,Historic,2019,2019,SK,Gas,2696.9939
1174,Historic,2019,2019,SK,Lignite,1260.5474
1175,Historic,2019,2019,SK,Nuclear,15346.6105
1176,Historic,2019,2019,SK,Oil,529.0389
1177,Historic,2019,2019,SK,Other,1792.986
1178,Historic,2019,2019,SK,PSP,186.84879
1179,Historic,2019,2019,SK,RoR,3985.20384
1180,Historic,2019,2019,SK,Solar,519.7201
1181,Historic,2019,2019,SK,WindOn,3.9265
30,Historic,2020,2020,AT,Biomass,1713.633
31,Historic,2020,2020,AT,Coal,331.4965
32,Historic,2020,2020,AT,Dam,5307.7585
33,Historic,2020,2020,AT,Gas,8889.6965
34,Historic,2020,2020,AT,Oil,0
35,Historic,2020,2020,AT,Other,1072.26288
36,Historic,2020,2020,AT,PSP,5697.7619
37,Historic,2020,2020,AT,RoR,28550.1726
38,Historic,2020,2020,AT,Solar,923.318
39,Historic,2020,2020,AT,WindOn,7240.54
83,Historic,2020,2020,BE,Biomass,2370.45308
84,Historic,2020,2020,BE,Gas,23776.19432
85,Historic,2020,2020,BE,Nuclear,32793.80401
86,Historic,2020,2020,BE,Oil,1.33761
87,Historic,2020,2020,BE,Other,7452.49187
88,Historic,2020,2020,BE,PSP,1032.93692
89,Historic,2020,2020,BE,RoR,149.73136
90,Historic,2020,2020,BE,Solar,4259.6117
91,Historic,2020,2020,BE,WindOff,6867.45849
92,Historic,2020,2020,BE,WindOn,4089.95809
136,Historic,2020,2020,BG,Biomass,252.425
137,Historic,2020,2020,BG,Coal,479.648
138,Historic,2020,2020,BG,Dam,1814.667
139,Historic,2020,2020,BG,Gas,2183.328
140,Historic,2020,2020,BG,Lignite,14435.037
141,Historic,2020,2020,BG,Nuclear,16478.134
142,Historic,2020,2020,BG,Other,36.951
143,Historic,2020,2020,BG,PSP,446.678
144,Historic,2020,2020,BG,RoR,1080.6
145,Historic,2020,2020,BG,Solar,1430.124
146,Historic,2020,2020,BG,WindOn,1429.727
176,Historic,2020,2020,CH,Dam,11863.97753
177,Historic,2020,2020,CH,Nuclear,23411.3921
178,Historic,2020,2020,CH,PSP,6889.77719
179,Historic,2020,2020,CH,RoR,2065.38712
180,Historic,2020,2020,CH,Solar,2372.58207
181,Historic,2020,2020,CH,WindOn,143.27821
224,Historic,2020,2020,CZ,Biomass,2329.31417
225,Historic,2020,2020,CZ,Coal,1694.65003
226,Historic,2020,2020,CZ,Dam,1033.38589
227,Historic,2020,2020,CZ,Gas,7560.75172
228,Historic,2020,2020,CZ,Lignite,26396.27741
229,Historic,2020,2020,CZ,Nuclear,28351.89012
230,Historic,2020,2020,CZ,Oil,105.35295
231,Historic,2020,2020,CZ,Other,3466.08685
232,Historic,2020,2020,CZ,PSP,1298.88225
233,Historic,2020,2020,CZ,RoR,1058.06266
234,Historic,2020,2020,CZ,Solar,2160.08206
235,Historic,2020,2020,CZ,WindOn,685.88698
287,Historic,2020,2020,DE,Biomass,40283.98977
288,Historic,2020,2020,DE,Coal,34873.41334
289,Historic,2020,2020,DE,Dam,1212.43741
290,Historic,2020,2020,DE,Gas,59126.67927
291,Historic,2020,2020,DE,Lignite,83376.23565
292,Historic,2020,2020,DE,Nuclear,60923.92386
293,Historic,2020,2020,DE,Oil,3889.549643
294,Historic,2020,2020,DE,Other,9925.931328
295,Historic,2020,2020,DE,PSP,10570.14286
296,Historic,2020,2020,DE,RoR,14370.78551
297,Historic,2020,2020,DE,Solar,45821.55971
298,Historic,2020,2020,DE,WindOff,26865.4467
299,Historic,2020,2020,DE,WindOn,103104.5435
337,Historic,2020,2020,DK,Biomass,3045.22949
338,Historic,2020,2020,DK,Coal,3860.76291
339,Historic,2020,2020,DK,Gas,1825.93378
340,Historic,2020,2020,DK,Oil,248.34079
341,Historic,2020,2020,DK,Other,1258.80303
342,Historic,2020,2020,DK,Solar,1248.06493
343,Historic,2020,2020,DK,WindOff,6313.42501
344,Historic,2020,2020,DK,WindOn,10102.34047
374,Historic,2020,2020,EE,Biomass,576.2394
375,Historic,2020,2020,EE,Gas,470.505
376,Historic,2020,2020,EE,Oil,2227.9853
377,Historic,2020,2020,EE,Other,174.8381
378,Historic,2020,2020,EE,RoR,13.0288
379,Historic,2020,2020,EE,Solar,128.0012
380,Historic,2020,2020,EE,WindOn,880.4844
427,Historic,2020,2020,ES,Biomass,3832.454
428,Historic,2020,2020,ES,Coal,5137.216
429,Historic,2020,2020,ES,Dam,23593.21
430,Historic,2020,2020,ES,Gas,61566.016
431,Historic,2020,2020,ES,Lignite,0
432,Historic,2020,2020,ES,Nuclear,55814.401
433,Historic,2020,2020,ES,Oil,1843.412
434,Historic,2020,2020,ES,Other,3606.72
435,Historic,2020,2020,ES,PSP,0
436,Historic,2020,2020,ES,RoR,10102.814
437,Historic,2020,2020,ES,Solar,20030.943
438,Historic,2020,2020,ES,WindOff,0
439,Historic,2020,2020,ES,WindOn,53155.566
477,Historic,2020,2020,FI,Biomass,5972.96273
478,Historic,2020,2020,FI,Coal,3023.87737
479,Historic,2020,2020,FI,Gas,4153.19962
480,Historic,2020,2020,FI,Nuclear,22320.7747
481,Historic,2020,2020,FI,Oil,2772.54536
482,Historic,2020,2020,FI,Other,987.1865
483,Historic,2020,2020,FI,RoR,14409.56475
484,Historic,2020,2020,FI,WindOn,7216.34694
526,Historic,2020,2020,FR,Biomass,2914.727
527,Historic,2020,2020,FR,Coal,1378.903
528,Historic,2020,2020,FR,Dam,17598.517
529,Historic,2020,2020,FR,Gas,34484.19
530,Historic,2020,2020,FR,Nuclear,333966.335
531,Historic,2020,2020,FR,Oil,1572.999
532,Historic,2020,2020,FR,Other,1702.301
533,Historic,2020,2020,FR,PSP,5039.312
534,Historic,2020,2020,FR,RoR,41322.121
535,Historic,2020,2020,FR,Solar,12438.524
536,Historic,2020,2020,FR,WindOn,38307.809
581,Historic,2020,2020,GB,Biomass,17953.8915
582,Historic,2020,2020,GB,Coal,4526.0102
583,Historic,2020,2020,GB,Gas,94822.51607
584,Historic,2020,2020,GB,Nuclear,47332.1795
585,Historic,2020,2020,GB,Oil,6.188595
586,Historic,2020,2020,GB,Other,1298.94338
587,Historic,2020,2020,GB,PSP,1592.5135
588,Historic,2020,2020,GB,RoR,4308.0975
589,Historic,2020,2020,GB,Solar,11224.745
590,Historic,2020,2020,GB,WindOff,27303.39589
591,Historic,2020,2020,GB,WindOn,28843.926
618,Historic,2020,2020,GR,Gas,18908.015
619,Historic,2020,2020,GR,Lignite,5846.765
620,Historic,2020,2020,GR,Oil,0
621,Historic,2020,2020,GR,Solar,3973.87728
622,Historic,2020,2020,GR,WindOn,7459.836
648,Historic,2020,2020,HR,Biomass,501.875
649,Historic,2020,2020,HR,Coal,1112.5388
650,Historic,2020,2020,HR,Dam,3096.5545
651,Historic,2020,2020,HR,Gas,2935.6525
652,Historic,2020,2020,HR,Oil,27.0343
653,Historic,2020,2020,HR,Other,487.484
654,Historic,2020,2020,HR,PSP,435.1753
655,Historic,2020,2020,HR,RoR,1710.381
656,Historic,2020,2020,HR,Solar,78.132
657,Historic,2020,2020,HR,WindOn,1717.0508
696,Historic,2020,2020,HU,Biomass,1007.391793
697,Historic,2020,2020,HU,Coal,60.98727083
698,Historic,2020,2020,HU,Dam,112.7461308
699,Historic,2020,2020,HU,Gas,8021.424701
700,Historic,2020,2020,HU,Lignite,3693.59007
701,Historic,2020,2020,HU,Nuclear,15134.68828
702,Historic,2020,2020,HU,Oil,4.211225
703,Historic,2020,2020,HU,Other,777.4068842
704,Historic,2020,2020,HU,RoR,114.191155
705,Historic,2020,2020,HU,Solar,1594.041455
706,Historic,2020,2020,HU,WindOn,636.166045
739,Historic,2020,2020,IE,Coal,750.79608
740,Historic,2020,2020,IE,Gas,8281.08979
741,Historic,2020,2020,IE,Oil,3458.480885
742,Historic,2020,2020,IE,Other,19.289
743,Historic,2020,2020,IE,PSP,289.35253
744,Historic,2020,2020,IE,RoR,848.493515
745,Historic,2020,2020,IE,WindOn,10920.64794
783,Historic,2020,2020,IT,Biomass,5729.189
784,Historic,2020,2020,IT,Coal,12349.809
785,Historic,2020,2020,IT,Dam,6480.793
786,Historic,2020,2020,IT,Gas,115387.286
787,Historic,2020,2020,IT,Oil,916.102
788,Historic,2020,2020,IT,Other,24107.584
789,Historic,2020,2020,IT,PSP,3555.322
790,Historic,2020,2020,IT,RoR,37254.89
791,Historic,2020,2020,IT,Solar,20403.79
792,Historic,2020,2020,IT,WindOn,18587.638
825,Historic,2020,2020,LT,Biomass,404.72111
826,Historic,2020,2020,LT,Gas,1531.15747
827,Historic,2020,2020,LT,Other,288.63642
828,Historic,2020,2020,LT,PSP,774.69832
829,Historic,2020,2020,LT,RoR,260.41416
830,Historic,2020,2020,LT,Solar,74.03284
831,Historic,2020,2020,LT,WindOn,1503.31261
854,Historic,2020,2020,LV,Biomass,526.725
855,Historic,2020,2020,LV,Gas,1692.533
856,Historic,2020,2020,LV,Other,566.368
857,Historic,2020,2020,LV,RoR,2517.346
858,Historic,2020,2020,LV,WindOn,148.9
891,Historic,2020,2020,NL,Biomass,137.9977775
892,Historic,2020,2020,NL,Coal,12132.00494
893,Historic,2020,2020,NL,Gas,49438.99066
894,Historic,2020,2020,NL,Nuclear,3865.740813
895,Historic,2020,2020,NL,Other,26747.13739
896,Historic,2020,2020,NL,RoR,0
897,Historic,2020,2020,NL,Solar,159.02493
898,Historic,2020,2020,NL,WindOff,4770.77716
899,Historic,2020,2020,NL,WindOn,5074.735193
924,Historic,2020,2020,NO,Dam,126908.0708
925,Historic,2020,2020,NO,Gas,2042.77416
926,Historic,2020,2020,NO,Other,528.77987
927,Historic,2020,2020,NO,PSP,2585.67573
928,Historic,2020,2020,NO,RoR,11295.40485
929,Historic,2020,2020,NO,WindOn,9283.42768
964,Historic,2020,2020,PL,Biomass,2083.60831
965,Historic,2020,2020,PL,Coal,70465.73978
966,Historic,2020,2020,PL,Dam,136.71046
967,Historic,2020,2020,PL,Gas,12753.14626
968,Historic,2020,2020,PL,Lignite,34577.27975
969,Historic,2020,2020,PL,Oil,1598.37187
970,Historic,2020,2020,PL,PSP,1062.9135
971,Historic,2020,2020,PL,RoR,1487.75157
972,Historic,2020,2020,PL,Solar,1764.72865
973,Historic,2020,2020,PL,WindOn,15211.44147
1011,Historic,2020,2020,PT,Biomass,3253.6368
1012,Historic,2020,2020,PT,Coal,2220.5224
1013,Historic,2020,2020,PT,Dam,2973.0251
1014,Historic,2020,2020,PT,Gas,16608.3339
1015,Historic,2020,2020,PT,Other,244.4172
1016,Historic,2020,2020,PT,PSP,3349.5461
1017,Historic,2020,2020,PT,RoR,7541.3599
1018,Historic,2020,2020,PT,Solar,1266.2955
1019,Historic,2020,2020,PT,WindOff,43.7959
1020,Historic,2020,2020,PT,WindOn,12023.2152
1058,Historic,2020,2020,RO,Biomass,479.79892
1059,Historic,2020,2020,RO,Coal,846.785
1060,Historic,2020,2020,RO,Dam,5755.25132
1061,Historic,2020,2020,RO,Gas,10175.8207
1062,Historic,2020,2020,RO,Lignite,8772.81369
1063,Historic,2020,2020,RO,Nuclear,11488.95061
1064,Historic,2020,2020,RO,RoR,9657.89022
1065,Historic,2020,2020,RO,Solar,1341.86572
1066,Historic,2020,2020,RO,WindOn,6885.13724
1088,Historic,2020,2020,SE,Dam,73113.888
1089,Historic,2020,2020,SE,Nuclear,47464.031
1090,Historic,2020,2020,SE,Other,6810.229
1091,Historic,2020,2020,SE,WindOn,26867.016
1126,Historic,2020,2020,SI,Biomass,99.99617
1127,Historic,2020,2020,SI,Gas,418.06048
1128,Historic,2020,2020,SI,Lignite,3905.87034
1129,Historic,2020,2020,SI,Nuclear,6040.81423
1130,Historic,2020,2020,SI,Oil,0
1131,Historic,2020,2020,SI,Other,80.18475
1132,Historic,2020,2020,SI,PSP,289.43685
1133,Historic,2020,2020,SI,RoR,4787.97347
1134,Historic,2020,2020,SI,Solar,262.53788
1135,Historic,2020,2020,SI,WindOn,5.62784
1182,Historic,2020,2020,SK,Biomass,898.4241
1183,Historic,2020,2020,SK,Coal,96.0587
1184,Historic,2020,2020,SK,Dam,379.38243
1185,Historic,2020,2020,SK,Gas,3320.2707
1186,Historic,2020,2020,SK,Lignite,1029.0978
1187,Historic,2020,2020,SK,Nuclear,15380.5323
1188,Historic,2020,2020,SK,Oil,3305.8426
1189,Historic,2020,2020,SK,Other,1694.7559
1190,Historic,2020,2020,SK,PSP,241.03556
1191,Historic,2020,2020,SK,RoR,4093.3648
1192,Historic,2020,2020,SK,Solar,517.8025
1193,Historic,2020,2020,SK,WindOn,3.9419
40,Historic,2021,2021,AT,Biomass,1441.091
41,Historic,2021,2021,AT,Coal,0
42,Historic,2021,2021,AT,Dam,4721.8018
43,Historic,2021,2021,AT,Gas,9155.5813
44,Historic,2021,2021,AT,Oil,0
45,Historic,2021,2021,AT,Other,1069.3332
46,Historic,2021,2021,AT,PSP,5214.025
47,Historic,2021,2021,AT,RoR,26685.1258
48,Historic,2021,2021,AT,Solar,885.606
49,Historic,2021,2021,AT,WindOn,6952.769
93,Historic,2021,2021,BE,Biomass,2186.54967
94,Historic,2021,2021,BE,Gas,19155.88906
95,Historic,2021,2021,BE,Nuclear,47963.45136
96,Historic,2021,2021,BE,Oil,3.93309
97,Historic,2021,2021,BE,Other,7561.7101
98,Historic,2021,2021,BE,PSP,907.61417
99,Historic,2021,2021,BE,RoR,211.03511
100,Historic,2021,2021,BE,Solar,4677.97488
101,Historic,2021,2021,BE,WindOff,6780.61542
102,Historic,2021,2021,BE,WindOn,3975.30265
147,Historic,2021,2021,BG,Biomass,249.423
148,Historic,2021,2021,BG,Coal,552.046
149,Historic,2021,2021,BG,Dam,3272.231
150,Historic,2021,2021,BG,Gas,2787.922
151,Historic,2021,2021,BG,Lignite,18888.551
152,Historic,2021,2021,BG,Nuclear,16487.212
153,Historic,2021,2021,BG,Other,27.815
154,Historic,2021,2021,BG,PSP,221.624
155,Historic,2021,2021,BG,RoR,1601.693
156,Historic,2021,2021,BG,Solar,1428.818
157,Historic,2021,2021,BG,WindOn,1388.14
182,Historic,2021,2021,CH,Dam,10665.19596
183,Historic,2021,2021,CH,Nuclear,18728.9702
184,Historic,2021,2021,CH,PSP,6500.49183
185,Historic,2021,2021,CH,RoR,2121.08573
186,Historic,2021,2021,CH,Solar,2501.69937
187,Historic,2021,2021,CH,WindOn,112.82222
236,Historic,2021,2021,CZ,Biomass,2489.55757
237,Historic,2021,2021,CZ,Coal,2551.18587
238,Historic,2021,2021,CZ,Dam,1247.77239
239,Historic,2021,2021,CZ,Gas,8231.602
240,Historic,2021,2021,CZ,Lignite,27850.51539
241,Historic,2021,2021,CZ,Nuclear,29055.90951
242,Historic,2021,2021,CZ,Oil,24.81568
243,Historic,2021,2021,CZ,Other,2655.26715
244,Historic,2021,2021,CZ,PSP,1181.18294
245,Historic,2021,2021,CZ,RoR,1191.73171
246,Historic,2021,2021,CZ,Solar,2184.60289
247,Historic,2021,2021,CZ,WindOn,610.9873
300,Historic,2021,2021,DE,Biomass,39210.50264
301,Historic,2021,2021,DE,Coal,51840.32037
302,Historic,2021,2021,DE,Dam,1177.974085
303,Historic,2021,2021,DE,Gas,52402.67378
304,Historic,2021,2021,DE,Lignite,98194.14131
305,Historic,2021,2021,DE,Nuclear,65401.1294
306,Historic,2021,2021,DE,Oil,3195.077092
307,Historic,2021,2021,DE,Other,11628.55396
308,Historic,2021,2021,DE,PSP,9047.468675
309,Historic,2021,2021,DE,RoR,13279.37231
310,Historic,2021,2021,DE,Solar,46606.88816
311,Historic,2021,2021,DE,WindOff,23993.0871
312,Historic,2021,2021,DE,WindOn,89658.44781
345,Historic,2021,2021,DK,Biomass,4879.27239
346,Historic,2021,2021,DK,Coal,5831.13404
347,Historic,2021,2021,DK,Gas,2621.36402
348,Historic,2021,2021,DK,Oil,357.3126
349,Historic,2021,2021,DK,Other,1442.48624
350,Historic,2021,2021,DK,Solar,1406.57235
351,Historic,2021,2021,DK,WindOff,7204.30757
352,Historic,2021,2021,DK,WindOn,8874.39651
381,Historic,2021,2021,EE,Biomass,469.5924
382,Historic,2021,2021,EE,Gas,434.3866
383,Historic,2021,2021,EE,Oil,3737.7273
384,Historic,2021,2021,EE,Other,175.5111
385,Historic,2021,2021,EE,RoR,18.3422
386,Historic,2021,2021,EE,Solar,328.743
387,Historic,2021,2021,EE,WindOn,775.7538
440,Historic,2021,2021,ES,Biomass,4153.662
441,Historic,2021,2021,ES,Coal,5138.649
442,Historic,2021,2021,ES,Dam,24138.286
443,Historic,2021,2021,ES,Gas,61593.903
444,Historic,2021,2021,ES,Lignite,0
445,Historic,2021,2021,ES,Nuclear,54187.557
446,Historic,2021,2021,ES,Oil,1317.059
447,Historic,2021,2021,ES,Other,3827.217
448,Historic,2021,2021,ES,PSP,0
449,Historic,2021,2021,ES,RoR,8521.551
450,Historic,2021,2021,ES,Solar,25354.448
451,Historic,2021,2021,ES,WindOff,0
452,Historic,2021,2021,ES,WindOn,58996.041
485,Historic,2021,2021,FI,Biomass,6516.59483
486,Historic,2021,2021,FI,Coal,3515.66353
487,Historic,2021,2021,FI,Gas,4169.42243
488,Historic,2021,2021,FI,Nuclear,22608.29684
489,Historic,2021,2021,FI,Oil,3575.71709
490,Historic,2021,2021,FI,Other,995.76105
491,Historic,2021,2021,FI,RoR,14447.22799
492,Historic,2021,2021,FI,WindOn,7903.61825
537,Historic,2021,2021,FR,Biomass,3122.322
538,Historic,2021,2021,FR,Coal,4057.562
539,Historic,2021,2021,FR,Dam,15726.157
540,Historic,2021,2021,FR,Gas,32454.489
541,Historic,2021,2021,FR,Nuclear,359387.451
542,Historic,2021,2021,FR,Oil,1691.967
543,Historic,2021,2021,FR,Other,1733.268
544,Historic,2021,2021,FR,PSP,4558.357
545,Historic,2021,2021,FR,RoR,40571.67
546,Historic,2021,2021,FR,Solar,13703.741
547,Historic,2021,2021,FR,WindOn,35174.138
592,Historic,2021,2021,GB,Biomass,8935.335
593,Historic,2021,2021,GB,Coal,1568.290925
594,Historic,2021,2021,GB,Gas,32637.74327
595,Historic,2021,2021,GB,Nuclear,19642.009
596,Historic,2021,2021,GB,Oil,1.40465
597,Historic,2021,2021,GB,Other,521.50813
598,Historic,2021,2021,GB,PSP,838.325
599,Historic,2021,2021,GB,RoR,1581.2485
600,Historic,2021,2021,GB,Solar,5138.616
601,Historic,2021,2021,GB,WindOff,11576.29059
602,Historic,2021,2021,GB,WindOn,12795.70719
623,Historic,2021,2021,GR,Gas,21990.078
624,Historic,2021,2021,GR,Lignite,5447.63
625,Historic,2021,2021,GR,Oil,0
626,Historic,2021,2021,GR,Solar,4387.251
627,Historic,2021,2021,GR,WindOn,9005.603
658,Historic,2021,2021,HR,Biomass,580.865
659,Historic,2021,2021,HR,Coal,1327.5409
660,Historic,2021,2021,HR,Dam,4573.8222
661,Historic,2021,2021,HR,Gas,2647.384
662,Historic,2021,2021,HR,Oil,32.9239
663,Historic,2021,2021,HR,Other,511.1534
664,Historic,2021,2021,HR,PSP,452.605
665,Historic,2021,2021,HR,RoR,1675.2453
666,Historic,2021,2021,HR,Solar,84.817
667,Historic,2021,2021,HR,WindOn,2078.8249
707,Historic,2021,2021,HU,Biomass,1124.696895
708,Historic,2021,2021,HU,Coal,0.916234167
709,Historic,2021,2021,HU,Dam,91.64260083
710,Historic,2021,2021,HU,Gas,8609.82255
711,Historic,2021,2021,HU,Lignite,3026.87722
712,Historic,2021,2021,HU,Nuclear,15088.10294
713,Historic,2021,2021,HU,Oil,20.786725
714,Historic,2021,2021,HU,Other,812.6283925
715,Historic,2021,2021,HU,RoR,86.31109
716,Historic,2021,2021,HU,Solar,2398.770385
717,Historic,2021,2021,HU,WindOn,642.5282625
746,Historic,2021,2021,IE,Coal,3242.51867
747,Historic,2021,2021,IE,Gas,5811.338135
748,Historic,2021,2021,IE,Oil,3843.59966
749,Historic,2021,2021,IE,Other,91.096515
750,Historic,2021,2021,IE,PSP,283.960505
751,Historic,2021,2021,IE,RoR,681.586555
752,Historic,2021,2021,IE,WindOn,9434.214465
793,Historic,2021,2021,IT,Biomass,6060.494
794,Historic,2021,2021,IT,Coal,13151.899
795,Historic,2021,2021,IT,Dam,5829.485
796,Historic,2021,2021,IT,Gas,120570.748
797,Historic,2021,2021,IT,Oil,1706.188
798,Historic,2021,2021,IT,Other,23405.339
799,Historic,2021,2021,IT,PSP,4205.59
800,Historic,2021,2021,IT,RoR,34995.45
