time,AT,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LV,NL,NO,PL,PT,RO,SE,SI,SK
01/01/2017 00:00,0,0,0,0.19,0,0,0,0.7,30,,0,0,0,,,,0,0,,0,,,0,0,,0,0
01/01/2017 01:00,0,0,0,0.19,0,0,0,0.7,50,,0,0,0,,,,0,0,,0,,,0,0,,0,0
01/01/2017 02:00,0,0,0,0.19,0,0,0,0.7,87,,0,0,0,,,,0,0,,0,,,0,0,,0,0
01/01/2017 03:00,0,0,0,0.19,-1.39E-17,0,1.08E-19,0.7,92,,2.78E-17,1.73E-18,2.22E-16,,,,-2.22E-16,8.67E-19,,0,,,0,-5.42E-20,,-3.47E-18,-2.17E-19
01/01/2017 04:00,0,0,0,0.19,0,0,0,0.7,92,,0,0,0,,,,0,0,,0,,,0,0,,0,0
01/01/2017 05:00,0,0,0,0.15,2.22E-16,0,8.67E-19,0.7,92,,-4.44E-16,2.78E-17,7,,,,7.11E-15,-1.39E-17,,0,,,0,1.73E-18,,-5.55E-17,-3.47E-18
01/01/2017 06:00,7.83,0,33,0.15,9.15,0.75,0,0.7,88,,0,0,209,,,,55,0,,0,,,0,19,,0,0
01/01/2017 07:00,17.4525,0.18,123,2,50.2,273.865,0.04,0.7,59,,99,-4.44E-16,547,,,,1108,1,,0,,,0.1,127,,13.89,0.1
01/01/2017 08:00,56.35,45.56,230,19.05,224.68,2082.84,2.39,0.7,386,,423,48,889,,,,3237,1,,0,,,33.4,293,,52.29,7.1
01/01/2017 09:00,114.075,174.55,324,45.79,423.39,4678.8675,11.56,0.7,1105,,1005,227,1123,,,,5316,5,,0,,,125.7,399,,91.46,30.7
01/01/2017 10:00,161.69,304.89,355,67.97,556.65,6830.425,24.45,0.7,1796,,1399,434,1210,,,,6368,5,,0,,,191.2,421,,117.19,52.9
01/01/2017 11:00,179.39,311.22,340,79.61,579.55,7925.885,32.15,0.7,2368,,1611,560,1161,,,,6506,5,,0,,,225.1,426,,124.94,67.3
01/01/2017 12:00,161.05,218.05,286,77.24,472.68,7084.2475,34.4,0.7,2565,,1578,544,966,,,,5812,4,,0,,,239.7,346,,109.01,66.4
01/01/2017 13:00,113.695,146.14,139,58.23,268.68,4635.205,19.65,0.7,2619,,1314,476,619,,,,3861,0,,0,,,211.9,174,,72.33,56.4
01/01/2017 14:00,54.6925,63.51,22,27.31,73.55,1660.5075,3.95,0.7,2468,,769,308.5,233,,,,1652,0,,0,,,163.6,29,,29.15,32.4
01/01/2017 15:00,17.015,6.85,0,3.68,10.3,118.13,0.02,0.7,1907,,257,114,7,,,,163,0,,0,,,87.3,0,,4.73,6.7
01/01/2017 16:00,7.9,0,0,0.16,0,0.25,0,0.7,860,,69,0,0,,,,0,0,,0,,,24.3,0,,0.07,0.1
01/01/2017 17:00,7.83,0,0,0.18,-4.44E-16,0,0,0.7,190,,0,7.11E-15,0,,,,0,0,,0,,,0.2,2.78E-17,,-5.55E-17,-8.33E-17
01/01/2017 18:00,0,0,0,0.18,0,0,0,0.7,81,,0,0,0,,,,0,0,,0,,,0,0,,0,2.9
01/01/2017 19:00,0,0,0,0.18,-2.78E-17,0,0,0.7,80,,0,0,0,,,,0,-4.34E-19,,0,,,0,-1.73E-18,,1.73E-18,3.2
01/01/2017 20:00,0,0,0,0.18,0,0,0,0.7,63,,0,0,0,,,,0,0,,0,,,0,0,,0,3.2
01/01/2017 21:00,0,0,0,0.18,-1.73E-18,0,1.08E-19,0.7,39,,0,-5.55E-17,-1.39E-17,,,,5.55E-17,0,,0,,,0,0,,0,3.2
01/01/2017 22:00,0,0,0,0.18,0,0,0,0.7,33,,0,0,0,,,,0,0,,0,,,0,0,,0,2.3
01/01/2017 23:00,0,0,0,0.18,-2.17E-19,0,1.36E-20,0.7,33,,0,3.47E-18,-3.47E-18,,,,0,0,,0,,,0,1.36E-20,,5.42E-20,0
02/01/2017 00:00,0,0,0,0.18,0,0,0,0.7,33,,0,0,0,,,,1,0,,0,,,0,0,,0,0
02/01/2017 01:00,0,0,0,0.18,-1.73E-18,0,0,0.7,33,,-3.47E-18,0,-2.78E-17,,,,1.11E-16,-5.42E-20,,0,,,0,0,,-2.17E-19,0
02/01/2017 02:00,0,0,0,0.18,0,0,0,0.7,33,,0,0,0,,,,1,0,,0,,,0,0,,0,0
02/01/2017 03:00,0,0,0,0.16,-1.39E-17,0,1.73E-18,0.7,33,,-2.78E-17,0,4.44E-16,,,,0,0,,0,,,0,8.67E-19,,0,0
02/01/2017 04:00,0,0,0,0.15,0,0,0.01,0.7,33,,0,0,0,,,,0,0,,0,,,0,0,,0,0
02/01/2017 05:00,0,0,0,0.14,2.22E-16,0,-8.67E-18,0.7,31,,-8.88E-16,-5.55E-17,9,,,,-3.55E-15,0,,0,,,0,-1.39E-17,,-5.55E-17,-3.47E-18
02/01/2017 06:00,7.83,0,56,0.15,9.15,0,0,0.7,41,,0,0,253,,,,60,0,,0,,,0,26,,0,0
02/01/2017 07:00,17.3975,0,222,2.16,29.23,105.3575,0.63,0.7,50,,102,8.88E-16,652,,,,992,1,,0,,,0,174,,12.43,-5.55E-17
02/01/2017 08:00,54.45,37.82,378,17.82,108.54,773.73,22.28,0.7,254,,395,233.5,1043,,,,2897,1,,0,,,12.4,390,,46.29,6
02/01/2017 09:00,102.2175,168.89,472,37.23,164.32,1627.1575,86.19,0.7,789,,887,1550,1280,,,,4693,5,,0,,,56.9,528,,82.68,27.2
02/01/2017 10:00,140.115,325.12,503,58.03,199.53,2401.1775,156.52,0.7,1515,,1228,3060,1350,,,,5295,5,,0,,,85.2,583,,108.56,48.8
02/01/2017 11:00,154.61,534.6,478,65.69,173.31,2868.22,183.82,0.7,2155,,1424,3885,1285,,,,5451,5,,0,,,99.1,564,,116.53,60.5
02/01/2017 12:00,138.34,583.32,368,58.46,109.88,2527.89,155.23,0.7,2351,,1481,4010,1070,,,,5051,4,,0,,,74.8,448,,100.74,54.6
02/01/2017 13:00,96.7925,365.46,185,35.9,53.96,1572.26,81.85,0.7,2292,,1242,3405,688,,,,3109,1,,0,,,42,209,,65.44,37.7
02/01/2017 14:00,46.7875,175.78,29,15.73,18.02,556.4925,13.65,0.7,1998,,751,2080,264,,,,1405,0,,0,,,27.6,40,,25.28,19.6
02/01/2017 15:00,15.355,28.73,0,2.33,9.74,47.7625,0.08,0.7,1321,,268,568,8,,,,181,0,,0,,,19.9,-1.42E-14,,4.24,4.7
02/01/2017 16:00,7.83,0,0,0.27,0,0,0,0.7,470,,70,11,0,,,,0,0,,0,,,5.4,0,,0.07,0.6
02/01/2017 17:00,7.83,0,0,0.26,-8.88E-16,0,0,0.7,118,,0,0,0,,,,-7.11E-15,0,,0,,,0,-2.22E-16,,5.55E-17,0.4
02/01/2017 18:00,0,0,0,0.29,0,0,0,0.7,94,,0,0,0,,,,0,0,,0,,,0,0,,0,0
02/01/2017 19:00,0,0,0,0.29,5.55E-17,0,0,0.7,93,,0,0,0,,,,4.44E-16,0,,0,,,0,-1.39E-17,,0,0
02/01/2017 20:00,0,0,0,0.29,0,0,0,0.7,40,,0,0,0,,,,0,0,,0,,,0,0,,0,0
02/01/2017 21:00,0,0,0,0.29,3.47E-18,0,0,0.7,39,,0,0,0,,,,2.78E-17,0,,0,,,0,0,,0,3.47E-18
02/01/2017 22:00,0,0,0,0.29,0,0,0,0.7,39,,0,0,0,,,,0,0,,0,,,0,0,,0,0.001980124
02/01/2017 23:00,0,0,0,0.3,0,0,-3.39E-21,0.7,38,,0,0,0,,,,0,0,,0,,,0,0,,0,-1.73E-18
03/01/2017 00:00,0,0,0,0.3,0,0,0,0.7,37,,0,0,0,,,,0,0,,0,,,0,0,,0,0
03/01/2017 01:00,0,0,0,0.3,8.67E-19,0,0,0.7,36,,0,-8.67E-19,-2.78E-17,,,,-1.39E-17,-5.42E-20,,0,,,0,-4.34E-19,,5.42E-20,0
03/01/2017 02:00,0,0,0,0.3,0,0,0,0.7,37,,0,0,0,,,,0,0,,0,,,0,0,,0,0
03/01/2017 03:00,0,0,0,0.3,-1.39E-17,0,2.71E-20,0.7,35,,2.78E-17,0,2.22E-16,,,,-2.22E-16,0,,0,,,0,-6.94E-18,,-8.67E-19,-8.67E-19
03/01/2017 04:00,0,0,0,0.3,0,0,0,0.7,36,,0,0,0,,,,0,0,,0,,,0,0,,0,0
03/01/2017 05:00,0,0,0,0.27,0,0,-4.34E-19,0.7,37,,-4.44E-16,0,10,,,,1.78E-15,0,,0,,,0,0,,-1.39E-17,0
03/01/2017 06:00,7.83,0,61,0.27,9.08,0,0,0.7,63,,0,0,265,,,,30,0,,0,,,0,22,,0,0
03/01/2017 07:00,16.275,0.02,252,0.77,21.53,69.4625,0.06,0.7,70,,120,0.5,671,,,,694,1,,0,,,0,127,,6.69,0.3
03/01/2017 08:00,48.99,87.81,438,6.43,65.75,537.625,2.87,0.7,338,,508,214.5,1057,,,,1935,1,,0,,,6.8,247,,34.85,19.7
03/01/2017 09:00,95.44,314.79,518,18.35,149.18,1166.2625,13.26,0.7,888,,1272,1000,1286,,,,3130,6,,0,,,33.7,276,,71.17,70.9
03/01/2017 10:00,132.245,570.56,522,31.58,185.84,1817.065,18.75,0.7,1363,,1950,1650,1345,,,,4553,5,,0,,,61.7,280,,96.43,94.7
03/01/2017 11:00,147.5,712.23,447,45.35,229.07,2147.14,21.91,0.7,1646,,2321,1965,1257,,,,4782,5,,0,,,100.6,257,,110.02,90.6
03/01/2017 12:00,132.5375,546.58,314,51.31,165.12,1907.6625,21.89,0.7,1735,,2324,1870,1018,,,,4411,4,,0,,,106.6,141,,98.55,62.6
03/01/2017 13:00,93.5575,222.21,145,40.7,114.73,1220.0175,11.27,0.7,1721,,1944,1520,634,,,,3066,1,,0,,,103.6,64,,65.59,63.1
03/01/2017 14:00,46.275,92,22,19.83,45.32,438.5275,2.3,0.7,1421,,1197,888,238,,,,1364,0,,0,,,73.5,9,,27.96,34.5
03/01/2017 15:00,15.62,14.65,0,3.21,10.72,46.5675,0.02,0.7,855,,418,327,8,,,,151,-2.78E-17,,0,,,48.3,7.11E-15,,4.81,12
03/01/2017 16:00,7.9,0,0,0.3,0,0,0.24,0.7,202,,69,28.5,0,,,,0,0,,0,,,16.2,0,,0.1,3.9
03/01/2017 17:00,7.83,0,0,0.3,-8.88E-16,0,0,0.7,80,,0,1.42E-14,-3.55E-15,,,,7.11E-15,-1.73E-18,,0,,,0.6,-5.55E-17,,-8.33E-17,2.8
03/01/2017 18:00,0,0,0,0.29,0,0,0,0.7,79,,0,0,0,,,,0,0,,0,,,0,0,,0,0.2
03/01/2017 19:00,0,0,0,0.29,0,0,0,0.7,79,,0,0,2.22E-16,,,,0,1.08E-19,,0,,,0,0,,1.73E-18,2.78E-16
03/01/2017 20:00,0,0,0,0.3,0,0,0,0.7,45,,0,0,0,,,,0,0,,0,,,0,0,,0,0
03/01/2017 21:00,0,0,0,0.29,0,0,0,0.7,40,,0,-5.55E-17,-1.39E-17,,,,0,0,,0,,,0,-4.34E-19,,0,-1.39E-17
03/01/2017 22:00,0,0,0,0.29,0,0,0,0.7,41,,0,0,0,,,,0,0,,0,,,0,0,,0,0.008827912
03/01/2017 23:00,0,0,0,0.28,0,0,0,0.7,41,,0,-6.94E-18,-1.73E-18,,,,0,-3.39E-21,,0,,,0,5.42E-20,,2.71E-20,6.94E-18
04/01/2017 00:00,0,0,0,0.27,0,0,0,0.7,41,,0,0,0,,,,0,0,,0,,,0,0,,0,0
04/01/2017 01:00,0,0,0,0.27,0,0,0,0.7,41,,-1.73E-18,0,1.39E-17,,,,1.39E-17,0,,0,,,0,4.34E-19,,1.08E-19,2.17E-19
04/01/2017 02:00,0,0,0,0.3,0,0,0,0.7,41,,0,0,0,,,,0,0,,0,,,0,0,,0,0
04/01/2017 03:00,0,0,0,0.29,-2.78E-17,0,1.73E-18,0.7,41,,-2.78E-17,1.08E-19,2.22E-16,,,,0,4.34E-19,,0,,,0,0,,0,-2.71E-20
04/01/2017 04:00,0,0,0,0.29,0,0,0,0.7,42,,0,0,0,,,,0,0,,0,,,0,0,,0,0
04/01/2017 05:00,0,0,0,0.29,4.44E-16,0,1.39E-17,0.7,42,,0,1.73E-18,7,,,,3.55E-15,-6.94E-18,,0,,,0,0,,0,-4.34E-19
04/01/2017 06:00,7.83,0,25,0.28,9.14,0,0,0.7,66,,0,0,193,,,,45,0,,0,,,0,22,,0,0
04/01/2017 07:00,13.76,0.01,125,0.49,9.89,49.1825,0.29,0.7,74,,105,2.78E-17,499,,,,1024,1,,0,,,0,150,,3.11,0.1
04/01/2017 08:00,36.2675,23.29,253,4.09,41.67,675.1875,17.55,0.7,377,,508,66.5,806,,,,2855,2,,0,,,16.3,308,,10.27,1.3
04/01/2017 09:00,68.44,119.79,364,10.78,116.96,1746.665,61.26,0.7,968,,1234,438,1014,,,,4632,5,,0,,,67.7,427,,29.35,6.2
04/01/2017 10:00,93.02,268.64,423,15.06,150.75,2619.305,98.89,0.7,1479,,1818,1039,1087,,,,5821,5,,0,,,107.2,451,,58.05,11.9
04/01/2017 11:00,103.8475,383.15,437,15.3,175.69,2968.245,102.25,0.7,1834,,2096,1605,1030,,,,5860,5,,0,,,132.8,418,,71.88,17.1
04/01/2017 12:00,95.195,433.62,316,15.85,206.67,2560.1675,74.64,0.7,1954,,2079,1915,854,,,,5366,4,,0,,,140.9,322,,50.01,23.1
04/01/2017 13:00,68.915,322.98,161,10.43,140.95,1595.64,52.61,0.7,1937,,1727,1725,550,,,,3573,1,,0,,,147.7,162,,24.9,26.5
04/01/2017 14:00,36.2775,167,26,4.83,39.01,556.0975,13.94,0.7,1763,,1080,1056,214,,,,1534,0,,0,,,131.9,31,,8.38,12.3
04/01/2017 15:00,13.8025,25.78,0,1.2,2.02,44.2525,0.13,0.7,1221,,381,295,8,,,,226,0,,0,,,99.3,0,,0.42,3.4
04/01/2017 16:00,7.92,0,0,0.31,0,0,0.01,0.7,389,,70,6.5,0,,,,0,0,,0,,,33.4,0,,0,1.6
04/01/2017 17:00,7.83,0,0,0.3,0,0,1.02E-16,0.7,65,,0,1.42E-14,0,,,,0,0,,0,,,0.9,-2.22E-16,,1.11E-16,1.6
04/01/2017 18:00,0,0,0,0.27,0,0,0,0.7,47,,0,0,0,,,,0,0,,0,,,0,0,,0,0.6
04/01/2017 19:00,0,0,0,0.29,1.39E-17,0,0,0.7,43,,0,0,2.22E-16,,,,5.55E-17,-1.08E-19,,0,,,0,1.39E-17,,0,0.6
04/01/2017 20:00,0,0,0,0.3,0,0,0,0.7,38,,0,0,0,,,,0,0,,0,,,0,0,,0,0.6
04/01/2017 21:00,0,0,0,0.3,0,0,0,0.7,38,,0,5.55E-17,0,,,,-6.94E-18,0,,0,,,0,0,,0,0.6
04/01/2017 22:00,0,0,0,0.3,0,0,0,0.7,37,,0,0,0,,,,0,0,,0,,,0,0,,0,0.6
04/01/2017 23:00,0,0,0,0.27,-1.08E-19,0,0,0.7,36,,0,-6.94E-18,1.73E-18,,,,0,0,,0,,,0,0,,0,0.6
05/01/2017 00:00,0,0,0,0.27,0,0,0,0.7,36,,0,0,0,,,,0,0,,0,,,0,0,,0,0.6
05/01/2017 01:00,0,0,0,0.26,-4.34E-19,0,0,0.7,35,,0,8.67E-19,0,,,,6.94E-18,1.08E-19,,0,,,0,0,,-1.08E-19,0.6
05/01/2017 02:00,0,0,0,0.28,0,0,0,0.7,36,,0,0,0,,,,0,0,,0,,,0,0,,0,0.6
05/01/2017 03:00,0,0,0,0.3,0,0,8.67E-19,0.7,36,,-2.78E-17,0,2.22E-16,,,,-1.11E-16,0,,0,,,0,3.47E-18,,1.73E-18,0.6
05/01/2017 04:00,0,0,0,0.3,0,0,0,0.7,32,,0,0,0,,,,0,0,,0,,,0,0,,0,0.5
05/01/2017 05:00,0,0,0,0.3,-5.55E-17,0,1.39E-17,0.7,31,,0,-2.22E-16,7,,,,0,0,,0,,,0,0,,2.78E-17,0
05/01/2017 06:00,7.83,0,18,0.3,1.06,0,0,0.7,38,,0,0,190,,,,64,0,,0,,,0,6,,0,0
05/01/2017 07:00,12.595,0.08,73,0.57,19.69,115.645,0.38,0.7,55,,102,0,488,,,,756,1,,0,,,0,52,,5.74,0.5
05/01/2017 08:00,32.315,104.81,153,3.94,57.9,1267.0525,16.68,0.7,506,,507,228.5,781,,,,2237,1,,0,,,16,131,,19.98,26.1
05/01/2017 09:00,57.0825,346.81,195,10.55,79.97,2990.555,65.78,0.7,1393,,1222,1635,966,,,,3740,6,,0,,,70.4,216,,41.25,68
05/01/2017 10:00,74.1775,667.6,176,12.62,117.86,4275.915,116.8,0.7,2078,,1820,3045,1024,,,,4997,5,,0,,,120.7,237,,70.42,92.9
05/01/2017 11:00,81.3475,846.35,136,13.44,175.59,4452.9275,129.91,0.7,2650,,2186,3860,922,,,,5550,5,,0,,,146,177,,88.33,108.4
05/01/2017 12:00,78.455,773.33,85,12.18,220.38,3875.9975,109.91,0.7,2932,,2274,3965,697,,,,4741,4,,0,,,148,128,,93.6,83
05/01/2017 13:00,60.695,490.23,33,10.42,124.37,2642.06,74.93,0.7,3017,,2025,3340,420,,,,2972,1,,0,,,166.9,52,,66.23,57.4
05/01/2017 14:00,32.1725,233.21,4,5.73,26.82,1078.5425,19.54,0.7,2882,,1336,2080,160,,,,1456,0,,0,,,168.2,6,,25.02,39.3
05/01/2017 15:00,12.725,38.7,0,1.23,1.41,97.17,0.26,0.7,2235,,477,592.5,6,,,,215,0,,0,,,129.3,1,,2.64,12.5
05/01/2017 16:00,7.9,0,0,0.28,0.02,0,0,0.7,958,,89,14.5,0,,,,0,0,,0,,,50.1,1,,0.18,5
05/01/2017 17:00,7.83,0,0,0.22,-1.73E-17,0,0.01,0.7,182,,0,0,0,,,,0,0,,0,,,1.3,1,,1.67E-16,4.8
05/01/2017 18:00,0,0,0,0.27,0,0,0,0.7,56,,0,0,0,,,,0,0,,0,,,0,0,,0,3.1
05/01/2017 19:00,0,0,0,0.18,0,0,1.39E-17,0.7,53,,0,-1.78E-15,0,,,,0,0,,0,,,0,1.11E-16,,-1.39E-17,3.1
05/01/2017 20:00,0,0,0,0.18,0,0,0,0.7,33,,0,0,0,,,,0,0,,0,,,0,0,,0,3.1
05/01/2017 21:00,0,0,0,0.18,0,0,0,0.7,30,,0,2.22E-16,0,,,,0,0,,0,,,0,6.94E-18,,0,3.1
05/01/2017 22:00,0,0,0,0.18,0,0,0,0.7,30,,0,0,0,,,,0,0,,0,,,0,0,,0,3.1
05/01/2017 23:00,0,0,0,0.16,-1.36E-20,0,0,0.7,30,,0,-6.94E-18,1.73E-18,,,,0,-6.78E-21,,0,,,0,-8.67E-19,,-1.08E-19,3.1
06/01/2017 00:00,0,0,0,0.15,0,0,0,0.7,30,,0,0,0,,,,0,0,,0,,,0,0,,0,3.1
06/01/2017 01:00,0,0,0,0.15,0,0,0,0.7,30,,-1.73E-18,0,0,,,,1.39E-17,-5.42E-20,,0,,,0,0,,2.17E-19,3.1
06/01/2017 02:00,0,0,0,0.18,0,0,0,0.7,30,,0,0,0,,,,0,0,,0,,,0,0,,0,3.1
06/01/2017 03:00,0,0,0,0.19,-1.73E-18,0,0,0.7,31,,0,-8.67E-19,-2.22E-16,,,,0,-8.67E-19,,0,,,0,1.73E-18,,0,3.1
06/01/2017 04:00,0,0,0,0.18,0,0,0.01,0.7,31,,0,0,0,,,,0,0,,0,,,0,0,,0,3.1
06/01/2017 05:00,0,0,0,0.18,-1.39E-17,0,1.91E-17,0.7,30,,-4.44E-16,0,6,,,,-3.55E-15,-6.94E-18,,0,,,0,0,,0,3.1
06/01/2017 06:00,7.83,0,1,0.18,0.81,0,0.01,0.7,44,,0,0,173,,,,5,0,,0,,,0,0,,0,3.1
06/01/2017 07:00,11.955,0.84,3,0.63,14.47,129.6075,0.81,0.7,57,,127,0,452,,,,608,1,,0,,,0.1,8,,14.2,3.8
06/01/2017 08:00,34.845,117.13,7,5.24,82.69,1675.09,28.82,0.7,566,,616,73,733,,,,2344,2,,0,,,32.9,30,,49.72,37.6
06/01/2017 09:00,69.0875,366.19,11,13.62,181.24,4064.75,90.72,0.7,1513,,1618,416.5,920,,,,5066,7,,0,,,117.7,35,,83.75,105.9
06/01/2017 10:00,91.825,699.02,15,22.08,264.67,6262.3225,143.23,0.7,2390,,2492,785,979,,,,6576,6,,0,,,182.2,37,,106.87,174.7
06/01/2017 11:00,96.315,877.36,16,28.38,237.67,7288.2775,151.48,0.7,2947,,2884,900,907,,,,6703,6,,0,,,243.2,35,,113.38,206.9
06/01/2017 12:00,83.4725,848.99,10,29.43,184.21,6842.5175,120.05,0.7,3201,,2845,778.5,717,,,,5869,4,,0,,,283.3,27,,102.33,203.8
06/01/2017 13:00,60.0925,583.37,6,22.93,115.54,4852.6675,63.26,0.7,3268,,2395,582.5,441,,,,3946,1,,0,,,280,18,,82.37,165.2
06/01/2017 14:00,31.095,289.37,2,11.83,29.95,2045.795,13.76,0.7,3167,,1504,318,166,,,,1851,0,,0,,,259.7,5,,35.39,93
06/01/2017 15:00,12.3025,57.05,0,2.15,1.34,181.4575,0.09,0.7,2596,,522,96.5,6,,,,260,0,,0,,,196.5,0,,6.99,24.3
06/01/2017 16:00,7.9,0,0,0.32,0.03,0,0,0.7,1246,,83,0,0,,,,0,0,,0,,,75.4,0,,0.22,0.8
06/01/2017 17:00,7.83,0,0,0.31,-2.78E-17,0,0,0.7,305,,0,-7.11E-15,0,,,,-3.55E-15,0,,0,,,2,0,,-1.94E-16,2.22E-16
06/01/2017 18:00,0,0,0,0.31,0,0,0,0.7,116,,0,0,0,,,,0,0,,0,,,0,0,,0,0
06/01/2017 19:00,0,0,0,0.19,0,0,6.94E-18,0.7,72,,4.44E-16,0,0,,,,0,0,,0,,,0,-3.47E-18,,0,0
06/01/2017 20:00,0,0,0,0.11,0,0,0,0.7,51,,0,0,0,,,,0,0,,0,,,0,0,,0,0
06/01/2017 21:00,0,0,0,0.17,8.67E-19,0,0,0.7,44,,0,0,0,,,,1,0,,0,,,0,0,,8.67E-19,0
06/01/2017 22:00,0,0,0,0.14,0,0,0,0.7,44,,0,0,0,,,,1,0,,0,,,0,0,,0,0
06/01/2017 23:00,0,0,0,0.14,0,0,5.42E-20,0.7,43,,0,1.73E-18,0,,,,2.22E-16,0,,0,,,0,0,,1.08E-19,0
07/01/2017 00:00,0,0,0,0.14,0,0,0,0.7,43,,0,0,0,,,,1,0,,0,,,0,0,,0,0
07/01/2017 01:00,0,0,0,0.17,2.17E-19,0,0,0.7,43,,0,2.17E-19,0,,,,1,5.42E-20,,0,,,0,-4.34E-19,,-4.34E-19,2.17E-19
07/01/2017 02:00,0,0,0,0.18,0,0,0,0.7,42,,0,0,0,,,,0,0,,0,,,0,0,,0,0
07/01/2017 03:00,0,0,0,0.18,0,0,2.71E-20,0.7,44,,0,1.08E-19,1.11E-16,,,,0,8.67E-19,,0,,,0,6.94E-18,,-3.47E-18,3.47E-18
07/01/2017 04:00,0,0,0,0.18,0,0,0,0.7,43,,0,0,0,,,,0,0,,0,,,0,0,,0,0
07/01/2017 05:00,0,0,0,0.18,0,0,4.34E-19,0.7,43,,0,-8.67E-19,6,,,,0,-1.39E-17,,0,,,0,0,,-5.55E-17,2.78E-17
07/01/2017 06:00,7.83,0,2,0.18,0.81,0,0,0.7,58,,0,0,139,,,,9,0,,0,,,0,2,,0,0
07/01/2017 07:00,13.105,0.05,10,0.74,24.73,92.8975,6.94E-18,0.7,70,,125,0,371,,,,642,1,,0,,,0.1,32,,15.6,0.6
07/01/2017 08:00,41.04,5.93,20,5.69,109.49,657.01,2.26,0.7,577,,610,54.5,606,,,,2589,2,,0,,,44.4,95,,55.47,33.8
07/01/2017 09:00,85.175,30.93,26,13.61,221.38,1372.52,13.27,0.7,1584,,1566,307.5,757,,,,4764,7,,0,,,171,133,,96.43,108.2
07/01/2017 10:00,120.9125,60.05,33,22.04,305.66,1773.3725,27.84,0.7,2466,,2318,525,808,,,,6184,5,,0,,,258.9,153,,126.53,183.2
07/01/2017 11:00,133.7525,73.84,36,22.66,329.05,1786.3275,36.22,0.7,3143,,2625,675.5,771,,,,6274,6,,0,,,296.5,156,,135.46,216.4
07/01/2017 12:00,117.915,68.12,28,15.72,232.51,1474.335,34.49,0.7,3364,,2600,669,652,,,,6218,4,,0,,,307.2,120,,120.29,213.6
07/01/2017 13:00,80.4075,53.88,15,11.57,90.88,876.1025,22.21,0.7,3384,,2146,544.5,429,,,,4219,1,,0,,,300.7,52,,83.27,175.2
07/01/2017 14:00,39.0125,26.54,3,5.57,20.68,325.1625,6.5,0.7,3256,,1366,345.5,173,,,,1854,0,,0,,,270.2,9,,36.05,101.3
07/01/2017 15:00,13.6425,4.46,0,1.1,1.66,28.945,0.12,0.7,2614,,486,110,8,,,,284,-2.78E-17,,0,,,206.4,-1.78E-15,,7.65,26.4
07/01/2017 16:00,7.9,0,0,0.15,0.07,0,0,0.7,1219,,85,2.5,0,,,,0,0,,0,,,79,0,,0.28,0.7
07/01/2017 17:00,7.83,0,0,0.14,5.55E-17,0,0,0.7,276,,-2.84E-14,7.11E-15,1.78E-15,,,,0,0,,0,,,1.4,0,,2.22E-16,-1.11E-15
07/01/2017 18:00,0,0,0,0.13,0,0,0,0.7,108,,0,0,0,,,,0,0,,0,,,0,0,,0,0
07/01/2017 19:00,0,0,0,0.13,0,0,3.47E-18,0.7,73,,8.88E-16,0,0,,,,1.11E-16,0,,0,,,0,0,,1.39E-17,0
07/01/2017 20:00,0,0,0,0.14,0,0,0,0.7,51,,0,0,0,,,,1,0,,0,,,0,0,,0,0
07/01/2017 21:00,0,0,0,0.14,0,0,0,0.7,50,,0,0,0,,,,1,1.36E-20,,0,,,0,0,,0,0
07/01/2017 22:00,0,0,0,0.13,0,0,0,0.7,51,,0,0,0,,,,1,0,,0,,,0,0,,0,0
07/01/2017 23:00,0,0,0,0.14,0,0,-2.71E-20,0.7,52,,0,0,0,,,,1,3.39E-21,,0,,,0,-2.71E-20,,-5.42E-20,0
08/01/2017 00:00,0,0,0,0.13,0,0,0,0.7,51,,0,0,0,,,,1,0,,0,,,0,0,,0,0
08/01/2017 01:00,0,0,0,0.13,-1.36E-20,0,5.42E-20,0.7,51,,-3.47E-18,0,-1.39E-17,,,,1,-5.42E-20,,0,,,0,0,,-5.42E-20,0
08/01/2017 02:00,0,0,0,0.14,0,0,0,0.7,50,,0,0,0,,,,1,0,,0,,,0,0,,0,0
08/01/2017 03:00,0,0,0,0.13,-2.17E-19,0,0,0.7,45,,-2.78E-17,-8.67E-19,-2.22E-16,,,,1.11E-16,-8.67E-19,,0,,,0,0,,0,0
08/01/2017 04:00,0,0,0,0.12,0,0,0,0.7,38,,0,0,0,,,,0,0,,0,,,0,0,,0,0
08/01/2017 05:00,0,0,0,0.14,-3.47E-18,0,0.01,0.7,36,,4.44E-16,0,9,,,,1.78E-15,-1.39E-17,,0,,,0,0,,-1.39E-17,0.6
08/01/2017 06:00,7.83,0,7,0.13,1.15,0,0,0.7,51,,0,0,214,,,,21,0,,0,,,0,0,,0,0.7
08/01/2017 07:00,10.3175,0.07,30,0.25,9.89,22.6375,0.19,0.7,65,,116,2.22E-16,559,,,,534,1,,0,,,0.1,10,,2.47,1.6
08/01/2017 08:00,25.61,35.04,69,1.83,40.24,238.8625,8.47,0.7,630,,445,45,902,,,,1900,2,,0,,,41.1,25,,9.45,32.3
08/01/2017 09:00,50.01,123.92,103,5.38,101.87,618.895,25.53,0.7,1704,,957,319,1134,,,,3386,6,,0,,,160,37,,19.86,99.4
