,scenario,year,country_sym,technology,fuel,CHP,MW,efficiency,emission_factor,var_costs,bat_roundtrip_eff,id
652,Historic,2019,CZ,Biomass,Biomass,YES,400,0.36,0,2.6,0,CZ_Biomass
653,Historic,2019,CZ,Coal,Coal,YES,1200,0.38,0.349,6.6,0,CZ_Coal
654,Historic,2019,CZ,Dam,Hydro,NO,697.7,1,0,2.6,0,CZ_Dam
655,Historic,2019,CZ,Gas,Gas,YES,1606,0.53,0.21,4.6,0,CZ_Gas
656,Historic,2019,CZ,Lignite,Lignite,YES,8450,0.37,0.36,8.3,0,CZ_Lignite
657,Historic,2019,CZ,Nuclear,Uran,NO,4040,0.36,0,1.8,0,CZ_Nuclear
658,Historic,2019,CZ,Oil,Oil,YES,0,0.4,0.28,1.5,0,CZ_Oil
659,Historic,2019,CZ,Other,Other,NO,500,0.45,0.375,0,0,CZ_Other
660,Historic,2019,CZ,PSClosed,Hydro,NO,688.1,0.75,0,0,0,CZ_PSClosed
661,Historic,2019,CZ,PSOpen,Hydro,NO,470.4,0.75,0,0,0,CZ_PSOpen
662,Historic,2019,CZ,RoR,Hydro,NO,334,1,0,2.6,0,CZ_RoR
663,Historic,2019,CZ,Solar,RES,NO,2049,1,0,0,0,CZ_Solar
664,Historic,2019,CZ,WindOn,RES,NO,316,1,0,0,0,CZ_WindOn
665,Historic,2019,DE,Biomass,Biomass,YES,7752.13,0.36,0,2.6,0,DE_Biomass
666,Historic,2019,DE,Coal,Coal,YES,25293,0.38,0.349,6.6,0,DE_Coal
667,Historic,2019,DE,Dam,Hydro,NO,1297,1,0,2.6,0,DE_Dam
668,Historic,2019,DE,Gas,Gas,YES,31664,0.53,0.21,4.6,0,DE_Gas
669,Historic,2019,DE,Lignite,Lignite,YES,21205,0.37,0.36,8.3,0,DE_Lignite
670,Historic,2019,DE,Nuclear,Uran,NO,9516,0.36,0,1.8,0,DE_Nuclear
671,Historic,2019,DE,Oil,Oil,YES,4356,0.4,0.28,1.5,0,DE_Oil
672,Historic,2019,DE,Other,Other,NO,3407.34,0.45,0.375,0,0,DE_Other
673,Historic,2019,DE,PSClosed,Hydro,NO,7366,0.75,0,0,0,DE_PSClosed
674,Historic,2019,DE,PSOpen,Hydro,NO,1644,0.75,0,0,0,DE_PSOpen
675,Historic,2019,DE,RoR,Hydro,NO,3982.92,1,0,2.6,0,DE_RoR
676,Historic,2019,DE,Solar,RES,NO,45298.98,1,0,0,0,DE_Solar
677,Historic,2019,DE,WindOff,RES,NO,6393,1,0,0,0,DE_WindOff
678,Historic,2019,DE,WindOn,RES,NO,52791.63,1,0,0,0,DE_WindOn
679,Historic,2019,DK,Biomass,Biomass,YES,1722,0.36,0,2.6,0,DK_Biomass
680,Historic,2019,DK,Coal,Coal,YES,3656,0.38,0.349,6.6,0,DK_Coal
681,Historic,2019,DK,Gas,Gas,YES,1814,0.53,0.21,4.6,0,DK_Gas
682,Historic,2019,DK,Oil,Oil,YES,1007,0.4,0.28,1.5,0,DK_Oil
683,Historic,2019,DK,Other,Other,NO,519,0.45,0.375,0,0,DK_Other
684,Historic,2019,DK,RoR,Hydro,NO,7,1,0,2.6,0,DK_RoR
685,Historic,2019,DK,Solar,RES,NO,1014,1,0,0,0,DK_Solar
686,Historic,2019,DK,WindOff,RES,NO,1700,1,0,0,0,DK_WindOff
687,Historic,2019,DK,WindOn,RES,NO,4426,1,0,0,0,DK_WindOn
688,Historic,2019,EE,Biomass,Biomass,YES,157.2,0.36,0,2.6,0,EE_Biomass
689,Historic,2019,EE,Coal,Coal,YES,0,0.38,0.349,6.6,0,EE_Coal
690,Historic,2019,EE,Gas,Gas,YES,176.56,0.53,0.21,4.6,0,EE_Gas
691,Historic,2019,EE,Lignite,Lignite,YES,0,0.37,0.36,8.3,0,EE_Lignite
692,Historic,2019,EE,Nuclear,Uran,NO,0,0.36,0,1.8,0,EE_Nuclear
693,Historic,2019,EE,Oil,Oil,YES,1978.17,0.4,0.28,1.5,0,EE_Oil
694,Historic,2019,EE,Other,Other,NO,30.37,0.45,0.375,0,0,EE_Other
695,Historic,2019,EE,RoR,Hydro,NO,7.13,1,0,2.6,0,EE_RoR
696,Historic,2019,EE,Solar,RES,NO,33,1,0,0,0,EE_Solar
697,Historic,2019,EE,WindOff,RES,NO,0,1,0,0,0,EE_WindOff
698,Historic,2019,EE,WindOn,RES,NO,462.4,1,0,0,0,EE_WindOn
699,Historic,2019,ES,Biomass,Biomass,YES,507,0.36,0,2.6,0,ES_Biomass
700,Historic,2019,ES,Coal,Coal,YES,9560.7,0.38,0.349,6.6,0,ES_Coal
701,Historic,2019,ES,Dam,Hydro,NO,10970,1,0,2.6,0,ES_Dam
702,Historic,2019,ES,Gas,Gas,YES,30266.3,0.53,0.21,4.6,0,ES_Gas
703,Historic,2019,ES,Lignite,Lignite,YES,0,0.37,0.36,8.3,0,ES_Lignite
704,Historic,2019,ES,Nuclear,Uran,NO,7117.2,0.36,0,1.8,0,ES_Nuclear
705,Historic,2019,ES,Oil,Oil,YES,713.8,0.4,0.28,1.5,0,ES_Oil
706,Historic,2019,ES,Other,Other,NO,915.9,0.45,0.375,0,0,ES_Other
707,Historic,2019,ES,PSClosed,Hydro,NO,3330,0.75,0,0,0,ES_PSClosed
708,Historic,2019,ES,PSOpen,Hydro,NO,2683,0.75,0,0,0,ES_PSOpen
709,Historic,2019,ES,RoR,Hydro,NO,1156.2,1,0,2.6,0,ES_RoR
710,Historic,2019,ES,Solar,RES,NO,6751.1,1,0,0,0,ES_Solar
711,Historic,2019,ES,WindOff,RES,NO,0,1,0,0,0,ES_WindOff
712,Historic,2019,ES,WindOn,RES,NO,22960.6,1,0,0,0,ES_WindOn
713,Historic,2019,FI,Biomass,Biomass,YES,1804,0.36,0,2.6,0,FI_Biomass
714,Historic,2019,FI,Coal,Coal,YES,2278,0.38,0.349,6.6,0,FI_Coal
715,Historic,2019,FI,Dam,Hydro,NO,3200,1,0,2.6,0,FI_Dam
716,Historic,2019,FI,Gas,Gas,YES,1912,0.53,0.21,4.6,0,FI_Gas
717,Historic,2019,FI,Nuclear,Uran,NO,2785,0.36,0,1.8,0,FI_Nuclear
718,Historic,2019,FI,Oil,Oil,YES,2569,0.4,0.28,1.5,0,FI_Oil
719,Historic,2019,FI,Other,Other,NO,748,0.45,0.375,0,0,FI_Other
720,Historic,2019,FI,PSClosed,Hydro,NO,0,0.75,0,0,0,FI_PSClosed
721,Historic,2019,FI,PSOpen,Hydro,NO,0,0.75,0,0,0,FI_PSOpen
722,Historic,2019,FI,RoR,Hydro,NO,3148,1,0,2.6,0,FI_RoR
723,Historic,2019,FI,Solar,RES,NO,3,1,0,0,0,FI_Solar
724,Historic,2019,FI,WindOn,RES,NO,2013,1,0,0,0,FI_WindOn
725,Historic,2019,FR,Biomass,Biomass,YES,1931,0.36,0,2.6,0,FR_Biomass
726,Historic,2019,FR,Coal,Coal,YES,3966,0.38,0.349,6.6,0,FR_Coal
727,Historic,2019,FR,Dam,Hydro,NO,8477,1,0,2.6,0,FR_Dam
728,Historic,2019,FR,Gas,Gas,YES,11952,0.53,0.21,4.6,0,FR_Gas
729,Historic,2019,FR,Nuclear,Uran,NO,63130,0.36,0,1.8,0,FR_Nuclear
730,Historic,2019,FR,Oil,Oil,YES,3271,0.4,0.28,1.5,0,FR_Oil
731,Historic,2019,FR,Other,Other,NO,348,0.45,0.375,0,0,FR_Other
732,Historic,2019,FR,PSClosed,Hydro,NO,1950,0.75,0,0,0,FR_PSClosed
733,Historic,2019,FR,PSOpen,Hydro,NO,1850,0.75,0,0,0,FR_PSOpen
734,Historic,2019,FR,RoR,Hydro,NO,10955,1,0,2.6,0,FR_RoR
735,Historic,2019,FR,Solar,RES,NO,8188,1,0,0,0,FR_Solar
736,Historic,2019,FR,WindOn,RES,NO,13610,1,0,0,0,FR_WindOn
737,Historic,2019,GB,Biomass,Biomass,YES,4061,0.36,0,2.6,0,GB_Biomass
738,Historic,2019,GB,Coal,Coal,YES,8280,0.38,0.349,6.6,0,GB_Coal
739,Historic,2019,GB,Dam,Hydro,NO,0,1,0,2.6,0,GB_Dam
740,Historic,2019,GB,Gas,Gas,YES,27797.9,0.53,0.21,4.6,0,GB_Gas
741,Historic,2019,GB,Nuclear,Uran,NO,8129,0.36,0,1.8,0,GB_Nuclear
742,Historic,2019,GB,Oil,Oil,YES,0,0.4,0.28,1.5,0,GB_Oil
743,Historic,2019,GB,Other,Other,NO,6217,0.45,0.375,0,0,GB_Other
744,Historic,2019,GB,PSClosed,Hydro,NO,2744,0.75,0,0,0,GB_PSClosed
745,Historic,2019,GB,PSOpen,Hydro,NO,0,0.75,0,0,0,GB_PSOpen
746,Historic,2019,GB,RoR,Hydro,NO,1885,1,0,2.6,0,GB_RoR
747,Historic,2019,GB,Solar,RES,NO,13346,1,0,0,0,GB_Solar
748,Historic,2019,GB,WindOff,RES,NO,9379,1,0,0,0,GB_WindOff
749,Historic,2019,GB,WindOn,RES,NO,12638,1,0,0,0,GB_WindOn
750,Historic,2019,GR,Biomass,Biomass,YES,51,0.36,0,2.6,0,GR_Biomass
751,Historic,2019,GR,Dam,Hydro,NO,2471,1,0,2.6,0,GR_Dam
752,Historic,2019,GR,Gas,Gas,YES,4902,0.53,0.21,4.6,0,GR_Gas
753,Historic,2019,GR,Lignite,Lignite,YES,3912,0.37,0.36,8.3,0,GR_Lignite
754,Historic,2019,GR,Oil,Oil,YES,0,0.4,0.28,1.5,0,GR_Oil
755,Historic,2019,GR,Other,Other,NO,69,0.45,0.375,0,0,GR_Other
756,Historic,2019,GR,PSClosed,Hydro,NO,0,0.75,0,0,0,GR_PSClosed
757,Historic,2019,GR,PSOpen,Hydro,NO,735,0.75,0,0,0,GR_PSOpen
758,Historic,2019,GR,RoR,Hydro,NO,299,1,0,2.6,0,GR_RoR
759,Historic,2019,GR,Solar,RES,NO,2441,1,0,0,0,GR_Solar
760,Historic,2019,GR,WindOn,RES,NO,2355,1,0,0,0,GR_WindOn
761,Historic,2019,HR,Biomass,Biomass,YES,71,0.36,0,2.6,0,HR_Biomass
762,Historic,2019,HR,Coal,Coal,YES,332,0.38,0.349,6.6,0,HR_Coal
763,Historic,2019,HR,Dam,Hydro,NO,1400,1,0,2.6,0,HR_Dam
764,Historic,2019,HR,Gas,Gas,YES,743,0.53,0.21,4.6,0,HR_Gas
765,Historic,2019,HR,Oil,Oil,YES,937,0.4,0.28,1.5,0,HR_Oil
766,Historic,2019,HR,Other,Other,NO,65,0.45,0.375,0,0,HR_Other
767,Historic,2019,HR,PSClosed,Hydro,NO,0,0.75,0,0,0,HR_PSClosed
768,Historic,2019,HR,PSOpen,Hydro,NO,300,0.75,0,0,0,HR_PSOpen
769,Historic,2019,HR,RoR,Hydro,NO,421,1,0,2.6,0,HR_RoR
770,Historic,2019,HR,Solar,RES,NO,53,1,0,0,0,HR_Solar
771,Historic,2019,HR,WindOn,RES,NO,616,1,0,0,0,HR_WindOn
772,Historic,2019,HU,Biomass,Biomass,YES,245.95,0.36,0,2.6,0,HU_Biomass
773,Historic,2019,HU,Dam,Hydro,NO,28.16,1,0,2.6,0,HU_Dam
774,Historic,2019,HU,Gas,Gas,YES,4028.43,0.53,0.21,4.6,0,HU_Gas
775,Historic,2019,HU,Lignite,Lignite,YES,1048.87,0.37,0.36,8.3,0,HU_Lignite
776,Historic,2019,HU,Nuclear,Uran,NO,1898.87,0.36,0,1.8,0,HU_Nuclear
777,Historic,2019,HU,Oil,Oil,YES,421.06,0.4,0.28,1.5,0,HU_Oil
778,Historic,2019,HU,Other,Other,NO,136.54,0.45,0.375,0,0,HU_Other
779,Historic,2019,HU,PSClosed,Hydro,NO,0,0.75,0,0,0,HU_PSClosed
780,Historic,2019,HU,PSOpen,Hydro,NO,0,0.75,0,0,0,HU_PSOpen
781,Historic,2019,HU,RoR,Hydro,NO,29.65,1,0,2.6,0,HU_RoR
782,Historic,2019,HU,Solar,RES,NO,936.25,1,0,0,0,HU_Solar
783,Historic,2019,HU,WindOn,RES,NO,327.48,1,0,0,0,HU_WindOn
784,Historic,2019,IE,Coal,Coal,YES,1369,0.38,0.349,6.6,0,IE_Coal
785,Historic,2019,IE,Dam,Hydro,NO,0,1,0,2.6,0,IE_Dam
786,Historic,2019,IE,Gas,Gas,YES,5814,0.53,0.21,4.6,0,IE_Gas
787,Historic,2019,IE,Oil,Oil,YES,1931.6,0.4,0.28,1.5,0,IE_Oil
788,Historic,2019,IE,Other,Other,NO,826.13,0.45,0.375,0,0,IE_Other
789,Historic,2019,IE,PSClosed,Hydro,NO,292,0.75,0,0,0,IE_PSClosed
790,Historic,2019,IE,PSOpen,Hydro,NO,0,0.75,0,0,0,IE_PSOpen
791,Historic,2019,IE,RoR,Hydro,NO,216,1,0,2.6,0,IE_RoR
792,Historic,2019,IE,Solar,RES,NO,92.42,1,0,0,0,IE_Solar
793,Historic,2019,IE,WindOn,RES,NO,2913.98,1,0,0,0,IE_WindOn
794,Historic,2019,IT,Biomass,Biomass,YES,1538,0.36,0,2.6,0,IT_Biomass
795,Historic,2019,IT,Coal,Coal,YES,4851,0.38,0.349,6.6,0,IT_Coal
796,Historic,2019,IT,Dam,Hydro,NO,9963.31,1,0,2.6,0,IT_Dam
797,Historic,2019,IT,Gas,Gas,YES,48134,0.53,0.21,4.6,0,IT_Gas
798,Historic,2019,IT,Lignite,Lignite,YES,0,0.37,0.36,8.3,0,IT_Lignite
799,Historic,2019,IT,Oil,Oil,YES,1443,0.4,0.28,1.5,0,IT_Oil
800,Historic,2019,IT,Other,Other,NO,1992,0.45,0.375,0,0,IT_Other
801,Historic,2019,IT,PSClosed,Hydro,NO,4010,0.75,0,0,0,IT_PSClosed
802,Historic,2019,IT,PSOpen,Hydro,NO,3574,0.75,0,0,0,IT_PSOpen
803,Historic,2019,IT,RoR,Hydro,NO,10650,1,0,2.6,0,IT_RoR
804,Historic,2019,IT,Solar,RES,NO,4717,1,0,0,0,IT_Solar
805,Historic,2019,IT,WindOff,RES,NO,0,1,0,0,0,IT_WindOff
806,Historic,2019,IT,WindOn,RES,NO,9617,1,0,0,0,IT_WindOn
807,Historic,2019,LT,Biomass,Biomass,YES,96,0.36,0,2.6,0,LT_Biomass
808,Historic,2019,LT,Dam,Hydro,NO,0,1,0,2.6,0,LT_Dam
809,Historic,2019,LT,Gas,Gas,YES,1710,0.53,0.21,4.6,0,LT_Gas
810,Historic,2019,LT,Oil,Oil,YES,0,0.4,0.28,1.5,0,LT_Oil
811,Historic,2019,LT,Other,Other,NO,161,0.45,0.375,0,0,LT_Other
812,Historic,2019,LT,PSClosed,Hydro,NO,900,0.75,0,0,0,LT_PSClosed
813,Historic,2019,LT,PSOpen,Hydro,NO,0,0.75,0,0,0,LT_PSOpen
814,Historic,2019,LT,RoR,Hydro,NO,128,1,0,2.6,0,LT_RoR
815,Historic,2019,LT,Solar,RES,NO,82,1,0,0,0,LT_Solar
816,Historic,2019,LT,WindOn,RES,NO,525,1,0,0,0,LT_WindOn
817,Historic,2019,LV,Biomass,Biomass,YES,126,0.36,0,2.6,0,LV_Biomass
818,Historic,2019,LV,Dam,Hydro,NO,1557,1,0,2.6,0,LV_Dam
819,Historic,2019,LV,Gas,Gas,YES,1110,0.53,0.21,4.6,0,LV_Gas
820,Historic,2019,LV,PSClosed,Hydro,NO,0,0.75,0,0,0,LV_PSClosed
821,Historic,2019,LV,PSOpen,Hydro,NO,0,0.75,0,0,0,LV_PSOpen
822,Historic,2019,LV,RoR,Hydro,NO,1539,1,0,2.6,0,LV_RoR
823,Historic,2019,LV,Solar,RES,NO,7,1,0,0,0,LV_Solar
824,Historic,2019,LV,WindOn,RES,NO,59,1,0,0,0,LV_WindOn
825,Historic,2019,NL,Biomass,Biomass,YES,485,0.36,0,2.6,0,NL_Biomass
826,Historic,2019,NL,Coal,Coal,YES,4631,0.38,0.349,6.6,0,NL_Coal
827,Historic,2019,NL,Dam,Hydro,NO,0,1,0,2.6,0,NL_Dam
828,Historic,2019,NL,Gas,Gas,YES,15570,0.53,0.21,4.6,0,NL_Gas
829,Historic,2019,NL,Lignite,Lignite,YES,0,0.37,0.36,8.3,0,NL_Lignite
830,Historic,2019,NL,Nuclear,Uran,NO,486,0.36,0,1.8,0,NL_Nuclear
831,Historic,2019,NL,Oil,Oil,YES,0,0.4,0.28,1.5,0,NL_Oil
832,Historic,2019,NL,Other,Other,NO,758,0.45,0.375,0,0,NL_Other
833,Historic,2019,NL,PSClosed,Hydro,NO,0,0.75,0,0,0,NL_PSClosed
834,Historic,2019,NL,PSOpen,Hydro,NO,0,0.75,0,0,0,NL_PSOpen
835,Historic,2019,NL,RoR,Hydro,NO,38,1,0,2.6,0,NL_RoR
836,Historic,2019,NL,Solar,RES,NO,3937,1,0,0,0,NL_Solar
837,Historic,2019,NL,WindOff,RES,NO,957,1,0,0,0,NL_WindOff
838,Historic,2019,NL,WindOn,RES,NO,3669,1,0,0,0,NL_WindOn
839,Historic,2019,NO,Dam,Hydro,NO,27683.1,1,0,2.6,0,NO_Dam
840,Historic,2019,NO,Gas,Gas,YES,634.6,0.53,0.21,4.6,0,NO_Gas
841,Historic,2019,NO,Other,Other,NO,0,0.45,0.375,0,0,NO_Other
842,Historic,2019,NO,PSClosed,Hydro,NO,0,0.75,0,0,0,NO_PSClosed
843,Historic,2019,NO,PSOpen,Hydro,NO,33776.9,0.75,0,0,0,NO_PSOpen
844,Historic,2019,NO,RoR,Hydro,NO,992.2,1,0,2.6,0,NO_RoR
845,Historic,2019,NO,WindOn,RES,NO,1230.2,1,0,0,0,NO_WindOn
846,Historic,2019,PL,Biomass,Biomass,YES,849.38,0.36,0,2.6,0,PL_Biomass
847,Historic,2019,PL,Coal,Coal,YES,22261.06,0.38,0.349,6.6,0,PL_Coal
848,Historic,2019,PL,Dam,Hydro,NO,183.8,1,0,2.6,0,PL_Dam
849,Historic,2019,PL,Gas,Gas,YES,2377.93,0.53,0.21,4.6,0,PL_Gas
850,Historic,2019,PL,Lignite,Lignite,YES,8013.46,0.37,0.36,8.3,0,PL_Lignite
851,Historic,2019,PL,Oil,Oil,YES,415,0.4,0.28,1.5,0,PL_Oil
852,Historic,2019,PL,PSClosed,Hydro,NO,1323.1,0.75,0,0,0,PL_PSClosed
853,Historic,2019,PL,PSOpen,Hydro,NO,178.8,0.75,0,0,0,PL_PSOpen
854,Historic,2019,PL,RoR,Hydro,NO,435.43,1,0,2.6,0,PL_RoR
855,Historic,2019,PL,Solar,RES,NO,430.13,1,0,0,0,PL_Solar
856,Historic,2019,PL,WindOn,RES,NO,5807.67,1,0,0,0,PL_WindOn
857,Historic,2019,PT,Biomass,Biomass,YES,604.8,0.36,0,2.6,0,PT_Biomass
858,Historic,2019,PT,Coal,Coal,YES,1756,0.38,0.349,6.6,0,PT_Coal
859,Historic,2019,PT,Dam,Hydro,NO,3491.5,1,0,2.6,0,PT_Dam
860,Historic,2019,PT,Gas,Gas,YES,4606,0.53,0.21,4.6,0,PT_Gas
861,Historic,2019,PT,Lignite,Lignite,YES,0,0.37,0.36,8.3,0,PT_Lignite
862,Historic,2019,PT,Nuclear,Uran,NO,0,0.36,0,1.8,0,PT_Nuclear
863,Historic,2019,PT,Oil,Oil,YES,0,0.4,0.28,1.5,0,PT_Oil
864,Historic,2019,PT,Other,Other,NO,36.2,0.45,0.375,0,0,PT_Other
865,Historic,2019,PT,PSClosed,Hydro,NO,0,0.75,0,0,0,PT_PSClosed
866,Historic,2019,PT,PSOpen,Hydro,NO,2952,0.75,0,0,0,PT_PSOpen
867,Historic,2019,PT,RoR,Hydro,NO,2857.6,1,0,2.6,0,PT_RoR
868,Historic,2019,PT,Solar,RES,NO,323.5,1,0,0,0,PT_Solar
869,Historic,2019,PT,WindOff,RES,NO,0,1,0,0,0,PT_WindOff
870,Historic,2019,PT,WindOn,RES,NO,5126.6,1,0,0,0,PT_WindOn
871,Historic,2019,RO,Biomass,Biomass,YES,115,0.36,0,2.6,0,RO_Biomass
872,Historic,2019,RO,Coal,Coal,YES,1032,0.38,0.349,6.6,0,RO_Coal
873,Historic,2019,RO,Dam,Hydro,NO,2344,1,0,2.6,0,RO_Dam
874,Historic,2019,RO,Gas,Gas,YES,3033,0.53,0.21,4.6,0,RO_Gas
875,Historic,2019,RO,Lignite,Lignite,YES,3096,0.37,0.36,8.3,0,RO_Lignite
876,Historic,2019,RO,Nuclear,Uran,NO,1300,0.36,0,1.8,0,RO_Nuclear
877,Historic,2019,RO,PSClosed,Hydro,NO,0,0.75,0,0,0,RO_PSClosed
878,Historic,2019,RO,PSOpen,Hydro,NO,746,0.75,0,0,0,RO_PSOpen
879,Historic,2019,RO,RoR,Hydro,NO,2770,1,0,2.6,0,RO_RoR
880,Historic,2019,RO,Solar,RES,NO,1150,1,0,0,0,RO_Solar
881,Historic,2019,RO,WindOn,RES,NO,2968,1,0,0,0,RO_WindOn
882,Historic,2019,SE,Dam,Hydro,NO,15938,1,0,2.6,0,SE_Dam
883,Historic,2019,SE,Nuclear,Uran,NO,8586,0.36,0,1.8,0,SE_Nuclear
884,Historic,2019,SE,Other,Other,NO,8439,0.45,0.375,0,0,SE_Other
885,Historic,2019,SE,PSClosed,Hydro,NO,0,0.75,0,0,0,SE_PSClosed
886,Historic,2019,SE,PSOpen,Hydro,NO,0,0.75,0,0,0,SE_PSOpen
887,Historic,2019,SE,WindOn,RES,NO,7506,1,0,0,0,SE_WindOn
888,Historic,2019,SI,Biomass,Biomass,YES,17,0.36,0,2.6,0,SI_Biomass
889,Historic,2019,SI,Coal,Coal,YES,0,0.38,0.349,6.6,0,SI_Coal
890,Historic,2019,SI,Dam,Hydro,NO,0,1,0,2.6,0,SI_Dam
891,Historic,2019,SI,Gas,Gas,YES,491,0.53,0.21,4.6,0,SI_Gas
892,Historic,2019,SI,Lignite,Lignite,YES,924,0.37,0.36,8.3,0,SI_Lignite
893,Historic,2019,SI,Nuclear,Uran,NO,696,0.36,0,1.8,0,SI_Nuclear
894,Historic,2019,SI,Oil,Oil,YES,58,0.4,0.28,1.5,0,SI_Oil
895,Historic,2019,SI,Other,Other,NO,41,0.45,0.375,0,0,SI_Other
896,Historic,2019,SI,PSClosed,Hydro,NO,0,0.75,0,0,0,SI_PSClosed
897,Historic,2019,SI,PSOpen,Hydro,NO,185,0.75,0,0,0,SI_PSOpen
898,Historic,2019,SI,RoR,Hydro,NO,1053,1,0,2.6,0,SI_RoR
899,Historic,2019,SI,Solar,RES,NO,275.34,1,0,0,0,SI_Solar
900,Historic,2019,SI,WindOff,RES,NO,0,1,0,0,0,SI_WindOff
901,Historic,2019,SI,WindOn,RES,NO,3,1,0,0,0,SI_WindOn
902,Historic,2019,SK,Biomass,Biomass,YES,214,0.36,0,2.6,0,SK_Biomass
903,Historic,2019,SK,Coal,Coal,YES,221,0.38,0.349,6.6,0,SK_Coal
904,Historic,2019,SK,Dam,Hydro,NO,418,1,0,2.6,0,SK_Dam
905,Historic,2019,SK,Gas,Gas,YES,1153,0.53,0.21,4.6,0,SK_Gas
906,Historic,2019,SK,Lignite,Lignite,YES,320,0.37,0.36,8.3,0,SK_Lignite
907,Historic,2019,SK,Nuclear,Uran,NO,1940,0.36,0,1.8,0,SK_Nuclear
908,Historic,2019,SK,Oil,Oil,YES,257,0.4,0.28,1.5,0,SK_Oil
909,Historic,2019,SK,Other,Other,NO,534,0.45,0.375,0,0,SK_Other
910,Historic,2019,SK,PSClosed,Hydro,NO,649.86,0.75,0,0,0,SK_PSClosed
911,Historic,2019,SK,PSOpen,Hydro,NO,276,0.75,0,0,0,SK_PSOpen
912,Historic,2019,SK,RoR,Hydro,NO,1208,1,0,2.6,0,SK_RoR
